IDHASH,MIN_CALIF_ADMIS,MAX_CALIF_ADMIS,PROM_CALIF_ADMIS,CANT_ADMIS
76956782BE2264CC9903DBAEC1F9C066E16D41C25C953478F4884EF87642558C1051933132579DF17628F61883C54F57F87BBAF858DDF98E1329D8C6F50677DC,9.192,13.634,11.3888,5
76979F0C1EDE12AD27BB8A521D8A22F2EF232B03FD2EF2C67250D61B97137C08F49BA79A174B309B96015185E23421F965BB479843629B4A907E34479639FE4D,2.22,2.22,2.22,1
769B0DD15BA21D39A8B1BBC9F6CF437EACE5A39D06F3DBA99221B9A12623821F6D99896CF8D73640B35D74068A16DF19B031BD0DFE9288A55FC6B39F1486325D,6.31,12.611,10.188333333333333,3
769B661649F80C7C2F07B4F698500835CA18430CCE746AECDC51854F5E4BE8CD12CF66FF0FF966816A1CBD9E4EF44E2F4D92ACC8D2DA90CAF49D7F69CB999334,2.806,2.806,2.806,1
769B75FEFA0F59974AA8B8E2761BC02483E08203974535D864E686F3E93B67272814633CF0CE0CEC1F47724CC0991D2A3F1999AB5F946CCA7082DE1A65B75654,4.494,4.494,4.494,1
769E1D2509E1F95163CB851867E93E4143BE6B8A59245D45CE41865EB1B5071A6E3E543ADFD80DD1DC88B596978EB02C46F990999D6A9FA06652341C4E9FE311,10.456,10.456,10.456,1
76A121B1532AA31019AD467FECEB6EB1D1E853E09B96170EEEAF2D2D62AE0707FB8082463BEF42804FE4FE992B90072C2EE7BD341967A1F11E6BEEFB4B0393E5,9.08,9.08,9.08,1
76A1AE8EC85A0ED1E3977D5BC414B76888F3610944DC8F52C26F1355915A92E169095FD748085F84745F6A7DFF16939D24B748A5DF4C432C03812724C680E632,2.262,2.262,2.262,1
76A5757C3A1BF260E0446DC18875AE7C5A966F800DC96467E5BB9E001887FC0395B221450A9930181BFD8923A33709C563847CE6CAEBFB4AF31E7A39154F5339,12.46,12.46,12.46,1
76A58428266927B6DA768B81A1A7CFD1617C5E91462A258691648A189472F7B83FA1DC3659FA86BE877E79581614145595292BA934D2DCD07E469B69D0FA71FD,0.0,12.858,7.694,3
76A67D2DDCEC8623E04FB0CE53734F2B5198FBDDAA626F4433EE2CE2B491BCB40A7CDC8A23B3EA9EA41D964D42A1D9B71556ADF452C85BC7F79AC843AB1E05D0,7.61,7.61,7.61,1
76AC0DF2B70FC8C42E23225B23A0B3B081ACB6265D6196CD37A7703C457E463FDFA3A9DA5A96B5892C4FBF2806A31790B4B6A628E57867FCAC8F99050DAB3DD2,3.97,3.97,3.97,1
76AF59AAAC42E4906B57B91BBFC6592D6990FD00A68CC2AEA5CBA0F5541BEBDD2BB1921FFEE36660B40E20913F46A611BAB3F6D252D7C45DC7101FE4AEFAE870,14.04,14.04,14.04,1
76B541D706B7FA3DCA67633D538173197BE51BA4E27C751548DDD99A1E466FD7506173CCFA5E2E8F1814B0BE1368494C82D71F58C51B26638C6048C5DB8F710B,12.31,12.31,12.31,1
76B99EFE0F80E7100552E8AC8AC7774AAEE56125E9F51C502DA84F0C5CF64BEA33EA03F6ACB54AF8DA3B2E9776D54DEF50E8A03A95FFAFC3204424851FC92954,8.584,8.584,8.584,1
76BA468BCDE3B6EF5E4AC6C1EDB95D4EDDACD80235FD745C292CECA087B4503F062C8783623110BE4978234F571212572343AE54FF51C09137F5C004989557DC,6.896,6.896,6.896,1
76BE1DCBE83B223496C32C08B6B1E3FF76565986AF0AA0B65608D1B28993EDD16423BBA4DFB1DA30AC46C9552381C4B7CD7D1642CCEFB40984DD37607AD53CDD,9.44,11.559,10.4995,2
76BE567F3B02364661DA000ADBF9CA5A76EB4E40A887AC3EE95AAE1AE74CA8EE3E85E1B8BCA02C01F7B8DC6D73B1A8E276755FBCEA647A60C3F26DB675F3DBB0,6.121,8.284,7.202500000000001,2
76BF02475125250D691A9B1685CE51A894D33C5E3FEDEC5B27A4089B63E488932A5106AF0FE745AF0EA8DC210D66A8790056E783EAAE459DC0BC8D048F7BAEEE,6.66,11.861,9.2605,2
76CAE36C688D8CACE8541D534CC2ECAE40B80DC154BD355E9F7E730B4D5650F42F8E8E933E0D7708B8EFDBC53EE32B44403DFC9F7D62F9D1A390BC0B7295D10F,7.996,7.996,7.996,1
76CB9B57AD4108169E8BC3337EDEDCE3D65432A49C9CBFE6F373A6E6B00A74CFF3A524134FE61DAA060E8BD79EFBB584651253434D70576A5317D803A1DAC407,9.653,9.653,9.653,1
76CC87D695F8F0B54CB91599E614EBFD47F1BF1D7DD07C24C4B96E0A17E76A771A25B322D007A8639906F365CE8597E9942B67C432E28A8F3FDB92323B3E5696,7.242,8.865,8.0535,2
76CEA4984294A8BE3EEB25A37B0AFEB9D98A2CC465E3878018332FA1B7D1CF3EC48A3A508C8DE97CEFB6083C71F4761A761266699DEF855357012798FEC419A9,3.61,9.871,5.856999999999999,6
76D06EC6D6503592456C7FE270C6EA6DBBEFCDF94B71D0159DD434A56DB9C0F716455B6D8E7CE495D3CAC88A241074F005C7D87AC2425AE17FF9D88CA22F2EFE,11.9,11.9,11.9,1
76D18B80BBEA32622896BB1E8D7F957CC4D738F147B21A5C6780983C4628EB257871B3CFBC240588F17377E11138779D07A8D1087DD01DC6F5A0A0094ED9F45D,2.85,2.85,2.85,1
76D1D8D08DAAE094E56238C2A5A222FC90F994FA3700A2B1E5F074893831752BFE5AA8A221E3E01F955346289F5D2FEF58BB2BB70C02596816FD12CE00A6A2E8,2.315,2.315,2.315,1
76D210D3019372715A368A6095666BEA605A045C7EDE820AB6EB83B34DED99EE12E27DA5BABCE7F674D25CC05F11A4404314A003528FE4F40280D0B9C3B4A0BC,6.269,8.922,7.5955,2
76D2811A5C9DBB1323E44B9E564D50B3E82C5E8F49FA1F0EA8C76263DFDD3CAA3977E2347FF226FF41BEB1FE8C280C7FA56C67A012B5A5B0AA52928A2EF1D294,9.522,9.522,9.522,1
76D373BE4F019EA259BA607D7EAD9433F6E211A8C6744AFCC21820FDED30FA2E4E2F8A95214DCED8612920EAFF8A6A033193419740038E457267EC991634E0F7,3.55,6.11,4.941333333333334,3
76D8FB6206ABF64B20299A6D1AA1B95107E35A35611C2F918C06762F62A93B5960A4A0514059CF56083A4386D7876CF22CBDE02C06B6AB1444890E7306DB034E,2.316,7.443,5.0482499999999995,4
76DB09CBAAFA159CB3B01809F8A59A81360BE8695F3AB1918F754D5170200F9369481CE12C25E033C65BE4732F64BC64375AE5FEC071E21CCEE7D2623DF744BD,4.0,5.204,4.602,2
76DD8662899D503971E2BFF6A020EC77A8CBDB6503F6736F107711A7D9B2802DA49C5AA6D5398294AFDA4F80F8256EB56EBB7CAC081657B0F2E52736A88D4A59,9.216,9.216,9.216,1
76DDADF105E536C4457A3953217A26294A896C28C390F7C766822E1818866F6BF21F52EE1D9D066D918D30832FEB966D92CAFDC15016E682F3FD60AD85394969,7.04,11.847,8.9445,4
76DE54E6F83423074DDE32B1FC6C47AEEE06533A98553D12622307DECC0A6D03DA3CF71B9700673486D787BB1431ED78AA70EDA813A9BDF8ED94DFA9B77E4B3C,5.716,5.716,5.716,1
76E1549C426CAD7D987D68421A088ED38076DE3A3D98D92D124AE940C8CA63CD64BBE00C9A7C1E2E0FCDD62B01D935B660D9A81E768E3A6FCA2233F83A697309,9.586,10.563,10.012,3
76E1FEDC18D495EB088DE7CB0E604B12C815D4ED321EA64DF86AF1C0677A7D057ACF5DC50D2DF869CB771AE42A5E2CA32BC92AB0ABF1FAB527183C0FFA357E27,5.19,5.19,5.19,1
76EBE3D56CEC8BD26C01DEB4A70EC236B089057241CCDEE3E5068B13560DDC7C9D43F3CCFD7DFADD4AA0273EB3F8A9A9207597A0D3B2C60BB8AEE74AD7DF0F4D,12.325,16.44,14.3825,2
76ECEE757C40B9866E52AE2D529587BC189CA875D3046BC0F50C315823D1D4A36931353DEB94F681D65609CE826BCD11C732B42826774A6013AB8697D995F7C5,5.1,10.601,8.707,3
76EEAE0EC51C174F82B5134487FCE1670E56BFD64821338DF59FB7C8867A5E2990AD27E47C3E12444BF4678011C2ECE9CFF6D416C5D6DB3D69DD8DEF081B5A58,6.289,12.72,9.5045,2
76F3B01469C53796B77B27A1AD719821EEEF92D4BEF700B98BD0D60805B1706B8FA506F08C148961002DE614B536DECB95927CC21958E3B53643BF997E064AE2,4.298,4.298,4.298,1
76F6052BCB0DDA6EF2F20078043A9AF84E9FD9E3DE894CC5618D3A2F7BA6F271B030B68DE1767947B27EEECB6ED7C449C7480995CD6064579CB6EF3D5560C668,8.831,8.831,8.831,1
76F8CD611B26B5EDCB5C590921B7F8FCED48938D648CE92F932319EDCB07CBE12D210EBFF13247537E859B8B376DB54065EF2BF750986FEA3A62F37C790E2E45,4.636,10.198,7.417,2
76F968E5EB831F7D8AA49450754F7F716E231147D13085EB0C7D0F1AC0691A68911719D5995CA9621D1AFC498A7196E0B72046F72EFD19268633C67E3455E3A7,4.663,4.663,4.663,1
76FB42A6F71123D65F2B2514BDDE3DF59ECFB8E16E2EDD9A9E895A6B52B9E446D638F20DF133B6CF153C932A3E86AB807FBE34146F09AD2FE9504742FAC06C4D,5.243,5.243,5.243,1
76FF1C6DBBCB1819DCC6CF735EC31AB0F0048201D7960160D3A26E66FF3211CD6F4DF80A6E8700011DC64ED34AF1CD5814EF8671971E59777733F4C5E4D6DB7A,5.906,8.942,7.2749999999999995,3
770B401B9CCC10401663FDEC5AAB819A93FBB55920427C762DC32665BBD102084B9500CD12453F47BFD74F46562ADAF3C0BF6A06CD561F721FEE9AABABE0A72F,1.986,1.986,1.986,1
771350E85F68867F440AE92488516ABFE6705EF5AF0ECAC1C5B9C50F91AF4F52BADF0FB1703A593FFE43584A27FB8BCCB6DCA77EC9EB0DE1253108E89B183B7C,2.709,2.709,2.709,1
7713EE6DDF7468932152105EE09097DA57A623C13AB1D02286C3D598E75F3999833B9C0AC4438327F7F5A039DA16959B3D99B2BF97FA37A612087F89BE012D97,12.496,14.149,13.3225,2
77187DAC0125EB8AAFB1B86198030B25F2D4BFBC44630700851DA5A0F3B10C0EB5494388269853BAE71E7866E3651439EE4566747893B7564A4837C6631371BE,2.981,7.725,5.601333333333333,3
77190C67E8F45BA0F77198842F4806E5DB177DF2507D9DC44CD9142ED29D6D960CBEDF874869BB311EFEAC4D1AAA29CCE4441068551588A5BC214D7C04B5CB55,6.655,8.302,7.4785,2
7719EBA27218FEDC814638C3D29470A2E25713136E9FE7680623373B18D1AC321044C6A81BE978D14B0778F5167D0590ED1250BAF043143404CE0FBD1D976C54,5.782,8.435,7.072799999999999,5
771DB657B2844D8726C389121CCEA2A939E32A5D17CEF9D407EA64FE75857020EAE3845D0456624E3084E3D11EE9F145BF8D5CAD2FCAD233DB894C2FC964FEA5,2.551,2.551,2.551,1
7720877EC81284385087F8D4A5C460201B08AF6F807EBEDE48AE63AFAD7355311456FFE534E5FB22887D2E00A45EFFD9AB7D7280B8ED3C2744FF2E2E38187830,8.366,13.434,10.899999999999999,2
7723CD99D5C65E9845ADECBA3B902C8656C55AEACDE59E29C6B46C79DB25E9136798586D28035D4B63B1B50367DA936E2224ABD370EE53FDB3000716F0CEF29E,10.34,10.34,10.34,1
7723DF82E15435B9C9F8F75E49B9578D4DAAA026C82C5A599370185B6CC0CD4FDEEEB3E99EF81EF909837FE22714674463EEBDA7AC075C5F3965E67D4E9FC66B,5.82,9.164,7.492,2
772673399295D1A8C59E9573911C2F4B81BD9651C30650BE9607A86572BEB3A256B0E2E5D4B92FFF722A2D78BD99C798B02E22612721BA339FE14E59BF85C818,3.84,3.84,3.84,1
772AA1F890840AF1B4C793BB8E4A7AD5346114429E36FDB972DF6E19EF2977C2313510D71B1BE0C17C545EAA1FFBB079AA4C38D47CEDC99A960E4B2DC7597F55,6.263,6.263,6.263,1
772CFCED7EF2AA817B7A91869CC7B1AAEE3DBC87C77675ADD0E23E0C6B23E11404B05A72D0F834DAD0590BCEABA963B555BC7ACE63C817557DF8A903FED16A3B,4.254,5.82,5.037,2
772DF018A8D7D3967C506855BA26EFDC668A6E3CD6346A2EB1EB1C5C2BB0D1DF141A589F96ACB2830F250F3B20CB2D4BDC5064391332151329CB9E3D926273DE,2.726,2.726,2.726,1
772EB4AA83DEF72F29FDD94498ED785A997E62D56ADA44AE21A04C8E8920C31C259FC53120CC3736A148E29A65A5A015C14741010DB077EB9541B5A6F559FE12,4.326,9.741,7.0335,2
7730074ED88C26728BB2F975DC0F94BA1F639CC96464F52F24BC58A7EE8089002820EAF2E3ABF496DCD9EA971A4AFD26C5A48F41AFA431420CB236E88F65CD7E,7.146,11.944,8.852666666666666,3
77357D8ABE366F918C8E99E4B61D858E4AA97EEF08ECA3D15E5682BFA32D12FF1FE5EDF357C2BAA1CE2570C7A1A9BF681AF3081D21926C97F04DFEC3F7E5E8DC,6.894,6.894,6.894,1
7739D6AFEB699BD1AD72EF77888AEA941BCBCF5FB3249431C47AAB3F7314D95155E48DB6B2ABAE29352A500A04AD788F0AACDFB27B3E021F1889D0171CAEA97F,4.21,4.21,4.21,1
773F3B4298A012BF55BE7523214400429E96C2710A33A2B86784ED8C043D8A521600B6995C64F7FE79B3AD7D865CB43CA4813EE1E3B9DA6A1A2845872735149D,11.7,13.003,12.475333333333333,3
774213C327E7D213AFDD271909FAC2699AC1D5AA7A9ADB86A6270026A5B8C0EFC159F3E118D31B2AF6D8E3E6E869D649EA68534CED052D9475DB3AE8465C6CBB,4.497,6.093,5.325666666666667,3
774288E3B2813560200EFB9203F2E4D053FBD1D2F35CD96C76FB7446F3D9DD8CEC8262FDB1817B8826897B0547283E19CBF7F9CD40351D680DBE3F02603EC520,5.896,5.896,5.896,1
7745369FD6106935D88BF23FA51A819910B722C3A1BBC82A90A9D811D7A80A9F580F11A72749AB119817EAE5ED0DF4B3146D1E55A9394AFE3B4D74B412FE188C,4.91,4.91,4.91,1
7745627A7C4DB8CC679EEEF6D50DF515A970E0F7BBBDE96304B2087A2CC7ACC0B6489EADDB581269CE01585EBF00F866AF1C18C8864A815A1FA3E2EFEE6C5CAE,4.203,5.123,4.663,2
774747FB7CCC237CA09989F6AE844C34EB041F52A327476604EB70109133D7DD1CA06ED58FE08BC90AB5CA0E4E2DECE42E8BB1F03C65F90D378B751753C909C0,3.666,3.666,3.666,1
77478767C5D27379AC9F59C7B05FEC951436C8539421758F89D377E6A327249249C857ABA999AF2FFCAFB943A9F0C6A06712C283715C92F0730F5859466B7F62,4.603,4.603,4.603,1
7749A1E1852C2C8D3308568F9BF91163AF40BE7BF99564405678C43DC8053D8272FF6306131A4C1E85070177217D58D30E06F13D061A190A2756954F422D6F9B,6.94,6.94,6.94,1
7749B272707BF9A7203F5F5C578D27DB76182D2BDD8511F28C0A97E09B73AA83A0CF73EEC889CCED7263E46D046FA4589F6222FC907EEEE26A1E0F117965DDE9,4.706,4.706,4.706,1
774C0EC35FCAAA7C20E40C2DEC306EA24DD08846ECD8A20AE384F2439C9CFD4EBB1F00BC8E5A2A48A36F2C4F9BB01F903B53613B0C1DA1B7166B5B0C47C82FB5,7.744,13.168,10.456,2
774D8B212EB91977D9A6315BE51E20826CEF03751D3A8C0272F853529545EED74AF6F39A0C26FA5490A6F1B7F62AC581C209CF65E730B5C71E4F2C6F8CF4992B,7.5,15.306,11.402999999999999,2
774D97ADFF932C1AC07902969933B0C2D07AEEB5664A8C0FC3CB7E22817881836F0416EBE9FA99647936CB73F45D4371E433367ABD8DBD34753D9F158B541507,4.936,4.936,4.936,1
7752E56C29D308EB9E2DF23325D6264D5FE7B9CD4C93BA5A1DF6F6F95C45FEF7D6C788D801E8AA43F6E1092287FE53DF2A7BC7B8DC61B46CBFB29D513446DECA,4.25,11.814,9.277000000000001,4
7754F08F7FB272FB4840928C5BD56A77232D1ACE686525817502519E0622CDE9893F5990B6ECFCADEEE323232C297F02017623E7055D5AFDA59E91268C7A1528,6.011,12.971,10.198333333333332,3
775BA7EC1A5B231785F42D7ADD3E68EDAF9A28E10B055C589FA0D2C6A85A127A3728FEF021426A8672651191C4C2AEC4B0DBE965A0D82832AFD89B5C82948DD2,8.263,8.852,8.612333333333334,3
775E516DE59220A4CC59D02A82D1E18654E2AC58E59C98719EAF74333BB0C520A133C75E9C3BFFD3C2FE38E800563EA6E1590144DA2FAAABF14FF0095813D3F2,12.358,12.358,12.358,1
77671216790CE919EBCD386E2E62909BDCF80F1BCACF1D835F02792422AA18A137E7035354C08C88BB263F7117DBBA0D1CF9A331522A8B95672F8D60CDE1D663,5.946,5.946,5.946,1
776756F43A1D8EC3A107AE7A8D839BE9DF9F9CC99C7AB7FD79F70B58AB7A874D46AC8701F2DA192DED585B9692D8487A55CA95E2345473985CAE13177787B873,6.87,7.324,7.0969999999999995,2
7768E6B182D52779FB3485D05F698F8EF6A2EDB6A15B88ADE3FA78576DD58CC2045418FF74895FDDD58A4DB0E376EFE343DC3C8EB6C113C63568C58225F615FD,6.49,10.219,8.3545,2
776A2AB55F95038488007034067B4A9DD628CEDEB92D85050395B46BC0859677C8C9290ACD96D1F6772562FDE5876F021C83FD6DC37962FB1FA9F1BE0BBC6D79,6.48,13.594,9.6472,5
776EE57359771E4A3F6EFF650D8483B03E4A09921D64FD6F9344428850A17393EF26EAC2341074878ABD162497CD1ED713B73B9FCBD4D63EC5ABBEACEED9811E,8.443,11.686,10.064499999999999,2
77712C4A30B49DCFC2850393215656A7ED3DC60845D34EA252FF1D77CFDE96908C3E7E5410450D42CDB8593FD02F3307C6444B0740B09EE9762B2666191752C2,4.886,11.37,8.128,2
7771E41B8E71271CD1ED87B5B62BD1510A8206DD8A27F11762729659A897B2C25F1F0D01483CBE22C750C0A70B6066EDC71E27E7EC8BF32F2816AE3D048D96BA,6.143,6.143,6.143,1
7772513257900E885358278F1976A41226B2B74773E3CFAF049AEFDEED81185B855200DAAF43C69FF8304BA403794CF74A5582050E3CDC1819823D5058F08906,4.056,4.056,4.056,1
77758B601DCA88F57D92B79EAD9AF027E52FE0D3574B9E4EB4A4BF60B9053236FA4A687D63B6E1721A2B0DED63B8D73E7F4E35648E4ADE0A8858B26777C48BAA,2.826,2.826,2.826,1
7775E2855C3F10BF303CECF389A4860D180E33465457CA5D16ADE72C5DC1B67DFC5648B599F8A30601C45174BA067037DB0641CEF60FE13ABD5032777CE7D73E,3.308,3.308,3.308,1
777A0569DA2447548FCE9109CA64FB6EF0EFA188F40A5B345B64CF60D9831877BA06CC65513AC3F0918DBF709839FCAF684487229397943272640931758236C8,7.593,7.593,7.593,1
777DF31D396623EEA98AAC4F0F542803B88C231DD020CDD7EC389C44690273355153C27E0228130515436ACF143BEE2B53872A4FAECF9B4439E9BDD30F8160B9,2.47,2.47,2.47,1
777E79075E679BBF3ABC47F6ED482F9149FACEFB531630B8D2F660C5748376BE9C32A852F4AF20338B322FAC54C5E5B0EA1159634EFCBE85BBDF80CDC0454136,9.06,9.06,9.06,1
777FAAA4603E0C4965A098EA72A9000C0FDA993BE6B11746DC7122429FA47DB637517BACCFB82BA53FA902C926FA4EDCAE62CFB5CA9902E348215CAEAB8F55EC,8.63,8.63,8.63,1
7781E03C2C720953B2AC5D73CD7F44ED13233522E4191D623E1EC7A5DFD55D7BDB48EB5A7F0DFB6155149714A01CB0B8877266369E484FCEFA1230E5744CEBD2,5.3,5.3,5.3,1
7781E1C8F1D1423D64345CE0BD60C8C8037D724976ABF91DA26BB7EDBB3E12DFE609F982CAA8BC95CD5EABF8B0CF93D6690F14FB977AE3CD9E66F16423A8758E,8.29,13.44,10.285333333333332,3
7784456FFD7125931B55AF2F138A6910CD0FA20C6627D2D46F8AE22866A66B487662D14B4F1F54144603380F25D6923B4CFA0BA801E1B5C544E9F27EF8627B17,4.7,4.7,4.7,1
778E9453E1AE76CFEC2C6A222E279A1C68043AC5F33D10DDDE2DF37F363BA7B663B395533573BDB7548342397DC6B06BFB8C1B15143415F14EF79E1171C9B3B3,3.31,3.31,3.31,1
779001B27FC6FF22C47959A10618AA7DB5378D4313837685C938A8AD72EBBD9938952C2EE8D175A1ACC9BAE7F305467CCD769C44B784EF302FC4766E295A414F,2.754,2.754,2.754,1
77915EB1A04B06D7E525CFA4365B3E816AFD168E78C4109BD7D24EC5D671AC0290F1257E670BDC936471572FB444FA8523671C72B257CE913F0E3D191FC98055,2.276,2.276,2.276,1
7794A176FFD92C785FB257F058104191FD33F0BA4A1EC575F6DCBEA8D02EBB80FA238BC5CAF9F1EA09BC767809B9684F7511713BA03F74419C391ED5ADADC912,8.186,8.186,8.186,1
7797911FFF71D4A8214D8D89DB553EC29A90A4EEF895FB66336D5DEC973F43B5D4E6FAD2D93138062228BD1941E4D36D1D96DC94883C7619E463999C0BADF1F9,9.222,11.551,10.3865,2
7798960AF86803AD195E7D3177E2CF388F09262456B17B1AEC6E9689174B736DFF23A36837D76489DDD5CED493514F0669C268F5F73AB7BEC239E2A82F22CA20,8.94,11.775,10.3575,2
77995EAF16883CD4B83008E640DDBCAC471677D65912047492793E64A63CBF3EEDF433829856600AC86690825C1557DA5D99C37B34A5E17459D825D9FF89E10B,3.317,3.317,3.317,1
779DC56EF8E205265CFE73BB40E5EC0EB375136BCDDCC10EED3F8257DE5EBBFCBC8FDA34E3E059CEB3013D6CC82D10FF18C21884E3C831DD17C66481063DFEB3,8.003,8.003,8.003,1
779DF44C1DFC24D94CF1C080FB5A106656098B3B746EA3FDA880241CAAE2B181B0D1FBF3C575A75FA88E3A3EAC7B4CB5DABCECA4B76FAA268269E4CAE2E03AEA,8.42,14.671,11.5455,2
779F2BD53DF0F0F68A6E62D2D07982F8281E5D4AC25D55B7095F6FD9FD3526B4E95C6D1349E6D874614E1C9277D8CA65117383F426A7AFDC0CA954999FD8331E,2.576,2.576,2.576,1
779FEBD3484C446152C4614774515B1E25DE2757D3FC89D9C0635EDBBB4E6A5F91769F34EC07675757F9BA84E8B7137AF3F4B853277E4EA2CD8E077AC7D6AEE4,5.821,5.821,5.821,1
77A22390C39A5ED8FAB9BE2C3D56F25A56BC55842CEC9424CE6F81526A018D7C3E3123BE0F34BE1DD01422D89DC90C92B7613D6FBCCC5A04EBCE9CC652175475,12.43,12.43,12.43,1
77A4DE037E59E0F35543644EEA2FFB8DBBA6355E18E636CB21A6337EE1CF25807E2F3AC0601F8CD71BA38A38E2B7B6772420AAB93AD9675FA7C9F6794E31C72E,6.423,6.423,6.423,1
77A76DAD1DD3ECC571E184207514E3651E4AD490BC679C4C762BE2173CB1FEED19BFB593D5F110271C464FD1C24287BA7951749B62FBFAC72B210DDD5C7464B5,5.418,9.47,7.50825,4
77A8758FBAA7A45D3CB10FD4183B63CD317B87F6561B1FD95AF298C3EE9424DB14E806E0F3BF419F840CE6C1902FE647F093BF77EBBA4DBE5AAB79805853CD83,11.593,15.007,13.3,2
77A9C9B24EDB72EEF4A5DFCAF6AF046D17D764CAFD762445908DBCCB9F8CFF0D1A416392B294DF50CBE024BBA079A24725129A69E962001421ED0B6E1CD3AA89,3.205,4.07,3.6375,2
77AE7E917827232FEFC945468C16A599C4DA45A7AD61E007384E5F5F79117DF1EC5888AAF141A7BE0DBAE9C16F63528FB5628DA38B36BF4C7291FCF51FE0126A,4.213,7.383,5.36825,4
77AEB5430B1AEA77DE82E4799FF2320CA2CFC4B065A1CD33962C954E7D815BAB55C8D3213CF96DFCDD10C67D417E762619F5E1E36BCFC5DC05148B58F0974CC3,8.102,13.511,10.642000000000001,3
77BA94F791912336ECB6CA6594231B95BDCF85D04854181771AE903605420BF8AE72A98B686AB5F916EFA7652BDDD07CB5E8CD2A3D7B3EAC930452D96C3F4812,5.214,5.852,5.533,2
77BB919BE253C59FDB1E49B709B3B0F8A57A0E74C0AD22C5F8DEA46CC98040AE8A5C2D1F066C8140FAAC99E634058086D9E9AA9A5A580B2D36DF773FA93365E4,6.976,6.976,6.976,1
77BBA29BA6255C6DFAD780E43A3E1110BC7E36B97059978696F1AD99AF74F2BFA3DF7DCF888A787FF4B77BCED06A88F9D70E72E77D13AAF1F49287A19F870947,6.552,11.105,9.119,3
77BC768D5FD95D30DC537A9FC11B030D68C12DA8645EB64635F5F3C2155DFAC7AFDCBA0FD83A350AEB1E97BF9F6EA6AFE92491493E5E0E0A1C40C72891E65987,7.66,8.403,8.031500000000001,2
77BF87BF0A9DB49C574E7F2F879D2434ABE221CB87492923503625AC2350340A48ECC33FFD335AB26CD673A12A030EB54609469241C52AAA2227E2204CD244F1,5.944,9.051,7.4975000000000005,2
77C0B151192E588398E252C6684A1BF92FA2B490695505E601B61B19B315597E9B6389ECADBB469ADBC9240079DC5DD3B3571CA1F15AA78211960B1B349699E1,7.599,7.599,7.599,1
77C1AAA0D92AAA96FDE61A4818D77CF1978B98B5D8ADA66543744F214AAA1DB4F18893ACC90E4A6CBF562CE354E86C9960CB081FD1307DBBEC4B5CAD4ED1DB8A,7.65,13.919,10.62575,4
77C516913E5DDFCA979FD4BB78FF2DC591499680278D98F9EDB58CE25672E2D02122C4DB243BC64F3D45E817A8CF7A2B67667BB098EB489296FCAA4AFC956E13,3.614,3.614,3.614,1
77CA9C71D65095833FC7B8A09065650B4DED8CB10838585CDA3F4740F78DB8C8702BCA0065542D33EE0F252523ACCCFE0BC6614E2D0CA10752A6829D8C6C38EC,4.106,9.308,6.458749999999999,4
77CD9D3BFADB77B63E4E8BA2E8988DF0A258D9F73039689990C8BD4F84CFA2178F439843F4BBF1E2A9A34A654782CAAB78E7DD789FDFC8B417E449834FAE3C46,6.913,6.913,6.913,1
77CE255B6C0B42AC281DB2F0002DBCD47D7E59CF0EE9B5A1D9D8C998CCC20266A1FD8350A433A56A926BD128D42E19FE3DA2DD37CCD4CCC615E3B3B8D3327321,8.629,11.182,9.9055,2
77CEBCC328D79DE02A65A21730127BAAD9DA4FAF6E48D9A7AB0978FBB9175C606081CCE18A127AD360B52F9845D1F6D0CDD3D512D24E8AE6A03E1574420641C4,3.319,3.319,3.319,1
77D0EA9D3DEF079C23EE02DAE6671833F3275326F1C18657826AB2C5CC89B8CE0ED6D162CA2F2826D46D2CF58B7BC5A0B17FED748D683272294A8EE05A0DB6B5,1.992,1.992,1.992,1
77D8262D9432DEE035E4DD6E92EAC45E7335EBFC6ABACEAC21F8A5F668201230D42EB5152F42F9A7CBB0BE496E7FB0C8D6EBD23945F692005D59ACA94D1BB4F4,6.38,7.273,6.826499999999999,2
77D9009987E58C68F6FF2090CF7870854B973BC7F1B92EDC9A8708CEB711A9A8297345C9F708ACA8E5DD53085CC81F15F6DDBF801A76EAFB4D2E0D7E02D8EF47,3.9,3.9,3.9,1
77DA0A3A54187EE1FC1B8DE862C4546496BA9B2FDB2155F56C121009720C4160B46E338C2864BEF0CB4E2D9D336E8C8B2CC436CED09CE153C5EEF4F30E2062B0,5.624,12.184,9.34325,4
77DC1A01B0678236247420E85121AF1AF3C492C576B8F1308DF8C77EAD52D06AC4B298FAF979ECE19413B7B5E00CC93FD8AD59F3EBA4C3FEE00F89A513951F7A,8.507,13.766,10.664333333333333,3
77E410BA8C891D98213718278C27D1B0415BD6DE25A310EBD2961D12122C1585ADCFD2F203F7BD65BD095C7D4CF5E8AF92D87DD32C49A824003E921910AB270E,10.92,11.236,11.078,2
77E4A1886F1CF74FF90ABD5EE625CA4D70BE8685E7D40306D195C1ABF0CDC187CA226FF762ACEB098A52CEB0246FBF1A3EFA06CA9BF7399AB0114733F3DF02CD,3.78,7.28,5.9656666666666665,3
77EE451F6E0735EE3DC44B3BA7BB62B2A98B50EE8619F5817381BC6A11584607F91669205DC75F17E9940F18449F340AB4D7DC7F668E003E84AE4AC47AA46388,10.28,10.28,10.28,1
77EE9FA6A5B58A9B985437C4E222E1929D20F1BFA25BA824A4E941B2CD9549A1004B60EBFFDED7436358339FCB9665D356C3AA63CB9C45996465CD3280A2735B,4.01,12.687,8.7435,6
