IDHASH,MIN_CALIF_ADMIS,MAX_CALIF_ADMIS,PROM_CALIF_ADMIS,CANT_ADMIS
13EB95CBF6C022F042FDED95DED8546DF001A9853092DC1A33F10A0CE6C3CC5DE3DA1BB5DF1200833F50827A17379FCE72F4D31720A80B8B68957EEA1C93DC1D,11.54,11.54,11.54,1
13F50D573691BECE5893091E4F51E7644EFD86D50F91293FCAD1568464637F21070D6A5B3D4609FA35560697A718DD4631D574E1046F4EF13A3710EA1B1376A6,3.4,4.842,4.1209999999999996,2
13F7CD09C661B02F61218445885DA7C4FDBD87392F7522A656F138ECE41A3F91775D930BF509D88BCDAF2C57E617F2390D7A23A81E28C96D5321B2181BCDC4C4,6.271,11.812,9.36725,4
13F89FCA3702FA423AFED2BBBFF0488BCD2FAFAE861F6D74C1EC0F2D7C9395D61DA32631CDCB6F4CD48817D7CBF5C1E63D670ED87D822B07A4D72E66057D7287,4.006,4.006,4.006,1
13FA9D6304A76F6F550219EBD73F9B548E2753E0FDAF636CB0F4C2ECE732A0B6ACB58B09E5A28355EE9EAB64076E68441A5E9031B51B69F9EB66ACC18C4F36E8,12.69,12.69,12.69,1
13FCB940FF00B1B8B61B555D91E5DCDF6425AA911B50DF74850ABA05F225A6AA22C0EAC859D089DA709600B0E110FF3DF8E456860FAF6D2CE6B0015687DB5112,8.395,8.395,8.395,1
1403BC8596CE6227F5D8D4B5562183F33009BCB52BDA74DAC63E6A4C22054BB690D7C519233308342373D93C3D5240965E4D010C3DB4DF9148D1C653D0C95CA2,2.54,9.286,6.109999999999999,5
140728316CD79357A60C248C6713B51ACEDBCF5B4DBB07B8158650EDC5659701D17D19F3EF87080818ED80907F0BC96BCD0C9FB1C5293C6A98BDC7BA81900F9E,4.628,13.911,10.077666666666667,3
1407DC790715FF9DA27A721B90AD087B1EE02B6C41A9731EB81466570EF98746394F5DC2610ABAAEF510F85C1A63DCB4BDD8F445099BDFA42F47BEF458DADF5C,9.441,12.5,10.616999999999999,3
14086D1F7CF6BD12C6ECD9034E2382CE750FB88BD24335C853040B8ACE0941745A52C76C6C3A21E564E620C11908A2D17DBD5B1012342A93B056162CC19D1DA4,7.053,7.053,7.053,1
140DDC55C5FDE864354791F723EF8A032441ED23F6193A41E36DF43A266EB2FABF4A85D79D698484C1FF8D2DB15388802A45216148E5C5B5F7BA32011441D28A,3.434,6.724,5.079000000000001,2
140FE7EB3F8BA8AF55E476BA8C29AE2F65B64BE06B4B06CE6B9B490B26DBE7A036FD103BA6494A5F3901978FB98E3FDFBEF2E13F6AC04A181AA539ED3688A298,6.303,6.303,6.303,1
1418D59927C1A1982FE48C6F243100FFB078FB910203480BA615D868FD9BD16CA85616538FEF4973370F4E1F331805470E6FEE12F1D593930091E6B9A8F5C16E,7.93,10.028,9.179666666666668,3
141AC48DF2BCD9330A1F6E9B457A379D57158B4CFFB7482CECBF7709674305F46765943F9015D2A8394266003EC8228B76724181A901FBC70D1430107E0389C6,3.563,3.563,3.563,1
1420081181B04C1673FF4FD5D5140708823359DDA04E8B25718E18CF1E45B9CA81BE13066A83E8C2F24B1E8C558BCD1D03BAC3EE720F93EC70F7A787E70DA276,9.606,9.606,9.606,1
1423041D2F98C855917D63E2CE128549C7C747D925C1CEDBA2C1180A41F56574555E30410C18CA6737BA6BDE5653148929CBF270C6E1C08017035E91B36DD4F2,12.18,12.18,12.18,1
142527C87C5786C81BBB2546F88ADF5F874C4F0CA8A8B83F6405F279885989676A0CE1989974C73911C340395B334258783CC718F9CF591207D4719873A57B6B,4.06,5.769,4.9145,2
14257BD5E4061565186CF3CF35709EC19D496CBBC306FB5B94DFC7A637316B4F3678A7359796243A90540AC7DD44F85002F9F3732AB8BA1B66BDC94C61DCE427,12.63,12.63,12.63,1
1425DD51B7AECAF567C41126B6DD75A0653E3D193CA5869D60700B9D911AA2B81D145D18E84C8E5321C2C4184F5B72D6C2950D872FD03D95736154BF23428885,1.23,1.23,1.23,1
142DB02336B2FF84DF06F4F9BCAB3ACF2E93DC3449FCAFD206EBB3799165122971E4C936EEBFF12139DAB24F9196C8BDCF6983D7177ADBF9B2A609518444F054,9.113,9.113,9.113,1
143279AD9D5624197978D9FBA339CB99BD4271E8567AACBB98C1DCFDCD9B421C4EADC73DA87D6487C4952F135113372D3FE1436CAE7F0B471B0FBF94AE7C64E1,6.588,10.655,8.6215,2
143A04D7B82109B76412248B27D89584FAB421632AF48CACA7C323FF739AFF113EEA4FDB27D69D1F9065E02DA51B15569CE3C619C5C6D5CCEDE94DC10F44F11C,3.528,3.528,3.528,1
143C5D6DC71E757D1AA39F4E14B3D4AA4951A7618AF2818E2D38090DAD129E7D831DD60229CBBF13C3FE0F83BDF2D69F94479C166D5E2EA2578FE68341645E65,11.89,14.607,13.2485,2
143DB60E2A3261896E13474BE997FC0C3FD310C1453AE984F41F768AC17885F400B8D0B71C72D1547A0ECF6C09E23649B47A0C47C0F601F7197DE9CFBFC93E4A,7.476,7.476,7.476,1
1443136F4E970E0474F032E010AC3476B1A614048C65C9D90E668AFA6A34B78E750F98CB482BB0570CACF2245826F55F837324EE6F759090F1F75AA88D03E2DA,7.978,7.978,7.978,1
14476DCCD20EAE20B96B28881E85DBDD565312C4B5BCC9944A12E8FA9F9D7BEA4C0EF27187F5DEC478951BEF514FFE0A502DFF9F1BD53C0C822544E0A0EE950A,0.0,0.0,0.0,1
144AE6630057A15DD3B6CF974E4EBE9652DF01A0F8DB89E68494D397ECFF76D34CBD8EDC944746AFD57720479868EC980ED6E51EF4CB62F2C4B443408E8DC1D0,3.4,3.4,3.4,1
144DC69C854A613DE1B7F74965D6E6C4CC0820C75A4B2EC5190412BF45D5B7FE9564BADF4A888A0D2EEAF21873652124CA89A97F3356D2D8C4CD12B4DF3F5FF4,4.29,6.358,5.157333333333333,3
14541FD4CCC1B22EFB3FAF781D511091BEEFF00B3B1846ECD33BDE209E7B4BBE1BD51D098621E3A8665A718BB9442C9E907B0B22E8533D47D576A706577D4C0A,9.35,15.334,12.341999999999999,2
1454F81414202260DDE3F19EFC240F0C8A253715C64B2AAE504AF1E3341A3A1B162F4A46F5F4E03852D210EB3E5534F7A2A89FBD6760C09C62CB73B8A5EAF52A,3.38,3.38,3.38,1
145536DC0E410E5E4FDC234A9A051FAE8F6000828090FFDFDFF29349A4C2584527AA3D24A45494B701387E6A334FFF9E58C7B395CF1A43E7C26ED7FF2FDC5727,12.03,12.03,12.03,1
1456E21CEF21F3797FF21F7FE933F09DC21C4491A6514B647E5717C3B922A77AA3C3780D5A0D78230B5FCFEF7BB2A2EBC4F46FB1477C471E096B9E3F4EF0307D,4.169,4.169,4.169,1
14572D8389CA113A29925DA6656719B204FA3A1D66C63054436A18A054A4A82FEC21575CA9148EF63377B473DDFB66B1FCFCEE251C577A0DC02D76FC865CAC93,4.934,4.934,4.934,1
1457CF8FB6EB0D781CF459918ED21BE4F44E2FDAFF6EDEE26F0D2D1257991F4BC4D6E3FB80FB1981BDB74CD00A621D2310607198D6F6F8185EBD6483B3B640F3,7.026,7.026,7.026,1
1459CEB17D23604A1E369BEA3049B50DE86E60A7CE6E9968527CE149D2EF96737231154DD628F35AAD04A14E1245D61CD3BB1BD07523043E2D658A4E43A42624,7.83,12.48,10.247666666666667,3
1465AA4B7C52ABC975BF8D17456759FE2178A6202F31650FFC658AFC41A463729D58076B46240499731C4D41CFD9672DEBCFE6696DF4C65B61517B59A3EF529F,4.114,4.114,4.114,1
14662003BC326827934CC29FE81CFDD133A831C50042DFA63E4000AFA7E564ED73D1DC8FC5463F106D1B87F54E0B88689C441A2A56C34DD9BC590EDA4ABBA1A7,8.483,8.483,8.483,1
146BDB6EB2CFF98C829626C477D42CB07A0A13ED6AC888AD0CDB1601F0F41619BF7E6B576E2EA353A891DD51FE7A350B8FF4E150E8F2F9B2361A649291C042CA,7.58,9.701,8.637,3
146C8BFD90FD85159664DB201B0E2495EBF4B93AFADDE9A645528F7C0122DA65BB614DA6DDE320D0043CB54C0AC214D3D31B03DC128A930F36CB6F5CB7C14950,11.436,11.436,11.436,1
1470B5B654558CBC2FE2EE01691DD86E5A12605FB2CA0717148D4A206F67AB545875BE192337133426419FD7449CC4E8F70D59D7B0D012C6AE94CE3F4F33D0A1,6.677,10.875,9.3825,4
14793877E00B174342D6C58F63D7C8B01CABFDB4C2F6A3EC49464F3DDDC25F9E9C45B452C57FC4B4A0E703F587A382B4CBF5B73EDA11DA80E616B7903C91140C,4.857,7.815,6.336,2
147B9CE52AFB398FA98E9707B175A0969A84AFDBBA20110BA0A72B4F84781C378C62EA9C9B247B11D2CE396ACE1B8CCD87C40B893B61616D53F3B0EBBE2F628C,4.355,5.17,4.7625,2
1480F01813A144CCDBAF1817F437A90AAADF686AE3D02E6FCA3A2F6935118B94DAF9E7C895EB93165D3A36D35C0ED000B2A37CE949787910C894219EB0C15F09,6.06,7.24,6.65,2
1481057323B0C03E8FC9DD0CAAFB8281C41D3D6CE731625602FF593B90A1CCE83622382820873992B918ACFFF4D4429437534AE25BE69CF1AA232679A977C024,9.454,9.454,9.454,1
1481C364C50DFD770A0B7F2195059EA8FD2B2657CD3BE04212D71BD30D4996A6CD40B58A86CA2DCFFE6D75DE26637BE58F4CC4CAD254C589B59E57B0404710D3,2.06,3.417,2.7385,2
148B91D74030E71EA44F1B7B15950230C679167638FB819D3F26E54ECF3E63FC70549AEEEAF1B9400F3CD9F519F572E9CBBCEAA2C5CD5AD79C09AB40692065B8,2.84,4.226,3.533,2
148FD73AFC4B0F464368D200956C00E89D78AE8994262117F28F9338F957F5C4D93E3F95E4FB8D1C8DAB28B2FD6B99815D321BAB7898366AEB034221ABDC118B,1.716,1.716,1.716,1
14903F2B3D031C00B9485807545D195B38E705CD8ACAC89CAA0A369298368E53859F6A2870484630BC3CB48D51367740E2E6B7D05102DDB5402A283D82E72C35,3.423,5.955,4.8645,4
1492431EA8C6994DEA48D3C0E044D763185CB1ED05077C266D0AD7CF98099CF81D273C7A2C5920430AF5062159C7E49370C94CB7FDB27679489269F42B7B6778,8.176,8.36,8.268,2
1496188122FA79B49BF45248A364B98FB9A1E4AC58A6585D7537E8D75265C679B9F67BB7481BB7C67FC289E409E8491541FB1E0CF7A3240A53E6EB48B3FA5B4A,6.64,6.64,6.64,1
1497FC5A702BF58DC1B9881D44E702D182A0DFDB876AB46C318D320968707694A074B9E81324BBD3803B1D51A1D5F6173374D39AF00260AF5C69385CA3899D23,4.185,6.537,5.494666666666666,3
14982A86F1554623BFAD002210B6E46DEFE04CEEFC98F0A07FD5AFD415157A11C2180D3125A0240B58E4B7C37335FF16584E48B86DD9BE34FDEA314E30366DE2,2.935,2.935,2.935,1
14984581FA4FF07AC6F67E3093B3AD3CB259B49972F8BD0635D4D31100C3F4CFEAF5E6AFEFAEC67535DDFB7FA3389AA3D05E02C962052847615B3DFF6E7608AB,0.18,3.956,2.068,2
1498E14E60303FB0690F1CFEE2B4DFCEC8EC547B458B90D555034CDF463A4AE2DCA2E0D2312C0CDA14117EF3FD85B33D87BE845FAD9EAD59D2BA589ADE122CA7,11.08,11.08,11.08,1
149BF8EFA58B32532DAF2AC3DDC481ED1A4F8A312BA46F65838FEFF4EECD10B5C45F298564461CFB47C89F738AED2868B8BA61DF2472B53A4EEA43671210AF40,9.45,9.45,9.45,1
14A29B8E5552CD7DCAA31F12E1A02F9F1BDC254F6BFF3A8FE186B203539A2E91DACDD08B16249FAB9A21B4A253B2F6016C38B95B678A1D584A0E857468DCAF6C,4.56,13.688,8.8145,4
14A35D78DDAC2026B04C4F92906999D6869B20CF4D53F541BB2B98857EDADDC0E79D8DD59017108DA531E4ADDF33C8E365DE17BADD668D244798D3FD9A1430DB,4.949,12.291,8.84275,4
14A4C339C53BA9565AC0E9826948F182B6A175771003386AB9747F9DCC1BE387BD910CA1F09E8CA262314EFF16F68F10442720141FDF29DD6F32C4097B455EE9,6.969,6.969,6.969,1
14A5370368A77C969EAEC3950058208979E1F401222461FDB0401F91093A5A32314E72E669DC6BE60B7A1806393B2A69AE5B73A01129D92816B70AFAF52F58B5,4.91,10.76,8.635,3
14A99D3DC29AF834E21FBFC5EEA075E9C914D5ACD063A5924C7C92EEA5618DF5FE99B0B146F056E94A4214945CE2818FDCCA80FD5DF1F8F60A0ECCDB710EF350,12.102,12.62,12.293999999999999,3
14AB49823C4F6182330A4F990B4CEBE8C12D81CE0BE67C186036F88DAFE5273384D2AB227D61E4FB0F08AAF91AC94C386FEF3FD82407BBAE1BFB76EC1A7B06EC,6.004,6.004,6.004,1
14AF0D6FC310FBB869062AA59DDD021030A1C2EBDD82AE3682157E06E9A04B9194B078A8CAB10444B09F392278BA12AE462D4C850E13CF84CD53784A44E8E4AB,8.23,8.23,8.23,1
14B0FB37D417FF59927BD4332DCAE26F344AC0D0C2A99099B13BAACC0FA78685292A3C070C4DCBE3760F6BFBD34F00CF686965BF010CA2BB2502BB531241AA59,12.58,12.58,12.58,1
14B4241082D4DD296475BD59A802F27FF5815350958C839B88C5D51CEEF89377281174759765FB9CBDF452927E4FDB056E49FF1FFE2795BF5D0F58260C64015A,10.814,13.922,12.045333333333334,3
14B4F37A73F5DC230ACEF7A2BBB36255DD307DC0C07970197A2D011DBEB3F63D49E106777D10A563F339335F2B73CFDBE11B5EF6410071971FD68C4F10F25F90,5.522,5.522,5.522,1
14B5799E0C80398B7129A3CF9C9BB4AD444AC7FEC8A28A04DBCEB8D09D62CB4A4E858FC3D12E449D4A40EAB299A45B6ACCDBE1FCAB35AE7E097949B9671F2512,6.633,6.633,6.633,1
14B8D0DB4EDC822BE8A5ACC184A05795DE60DE53FA083CEE8EC9C1EC364D1E379E8BA98E5662CD1CA8E14278A3E415B6D8B6D1DF411EA64C34339749DF5DA8DA,6.84,6.84,6.84,1
14C960B81EBEF7CC8DCC7FE8BCAF78BE93212C03CD3EBF00B8ED78AC3C5BA54E7F34261AF86A14A140B7BC5AFBD40F906EFB0F031CA0EA54A27FE0E2939EE62C,7.866,7.866,7.866,1
14CB8764D4B171BD999EC1ED836A428FD0555C78A48C32A8A634E93D9F9F7461F77232F5BA23EC6F46CE42C9595E90A7E54CB681A1E22F65771F6A926D8B503B,1.602,1.602,1.602,1
14CBCA968096701810242F7B780F55CC457AA1E2B66AF82437F5BD988FF0F5A52D5134AC8FCE5F58D018CEFF9ABB84805C9936B1269098C2CFE8B492F3E21F71,3.8,3.8,3.8,1
14CF0EB3E1A501AF0FA92BBF88E194359E10BB8922A4655DCF43D2D8B44B63598DA9CD321F55825F41D46BAC54B5009B1FB0FC48BB77E9EB2C92117E60F1CAC8,5.626,10.288,7.957000000000001,2
14D02627B74E1E83527A539F29705658B6D20403F2C59D27554EB406FA46158FD107D14F3EEA77CDDDD03BBFF884F27F6FDE271A1F40E5C6FFC76A45F8071259,3.78,3.78,3.78,1
14D0D865F03663D845241A323842E1A8D13F76D9E9BEE4F5540EEA55A4056260E6D1023AF99AE6FCE3FD616CA0E712C35D4461D536078E9EE50AE3EF97208C85,7.885,7.885,7.885,1
14D255B12B018F6B07F92D819383534414DE62236F5E93B7985B74DEEA23046074A8FDE7E32FC2F585A3403D3C43F0EFBE92DA85671F15822F53A26D10E0A3E7,2.88,7.434,5.802333333333333,3
14D4822697F00703B3755AE11E9849ECCA673D6BEFC4A46468A6CC5E2D572254D1351C622AE6F3E3C7E1FE07C68B569CF0C66CA5A80DD7C95090A542E5B71007,5.833,5.833,5.833,1
14D519EA73FAA2E4F63E6A71555D42B1A5FB61D89F70D4603D600D279BA0E341864C16604DA4D621DDD6E4178782B2EF60435054CF805F4FF6942361D1D02EBA,3.76,3.76,3.76,1
14D5A1D8766E0240F0F83D99E92D43A32583326265A07DEDC449EA39F6DCC8E153B3C2B529BCC4960F4D081DC60B2FC8EA22D2E7F0804F71C58AAEF95F969250,3.866,3.866,3.866,1
14D74FEC79D44451BC3D9C5F0139B56999F58D95BA334D296AE2F007950B90C5F666251FAB5147B6314BFFFDE35BAE0CE219982696D22C2A7C0EDA193B313017,11.413,12.139,11.776,2
14D775AF2D166A85BBFA16E7D1ACB7DC2D96ED64A80C5A2B138E6A9DBBFB8CBFD3CE000BFFEE7E9508E199CF15F9F6AEC01493142E52AFEC08453B979461BC6C,10.46,14.304,12.382000000000001,2
14D8EC7BB7E4BC68F7C9F99A2B55E142D8F135E384EF1AFF37D6D52D27EC67C2CF0A054F09DBF4E51981CB5882722FD6CC25FF5509CD733A1AFE8DFA7B2144E7,1.803,1.803,1.803,1
14DDA5E4F7C0B69333C6C06F5E7FC8FE68881B24A0DBCAC14B5A2F06D57E40CB9E08790C19B90C374C8FF9B7D8735186914C20AA58FCB92A01DA281E9993A735,4.13,10.067,7.6285,4
14E0E91A215150B9D6E16ECE0A99E8F9EA6E5F5F5D6B9F43176B0AB93A29DA6A756F7F800863E96C4BED96C59F33A553CB6B4EEB2A890BFF25739F955CFC2267,1.29,1.29,1.29,1
14E73E23E942EBF2155E0C64D7E761CC50AE3DCD079E3D0DBF294990D5C29008A905DC5869B5A00B8364F27508E52AA3CB235C57720FEC1EF0E466963E9F6086,1.834,2.142,1.988,2
14E8D4D078B177E8FD0D3E96E44F7CFDFED23F08BC78F9360D918E430CD797E6CACDFC580FDCCC6EF8A68A402B28C47760B1E8F54008B9EA0EC6B85F76233225,0.0,7.895,3.9475,2
14E8DBC36A771EA3A1F81BF3664BAB96D9A0D703B37EAE71E25D017ACD1D0312F3C62350B53DF64A8A7974E0921E116B6E7C6F9B287B95E851E8A355BE1E058F,6.744,6.744,6.744,1
14EC903519CF0F71EE166BF1E9EC18CDD9D50F69C4CD8BB7FCD85A520F6498A528783FDC191716F0088B8AC5FEE7914D1E6A4880FAA64652EE4DBB13049B70CA,5.64,10.248,7.322666666666667,3
14EFAC00F45A20B5C9C74E168BC3F0E188F086E6695C540A8C66541F8C5A6B964C55AB077A3481FBB27EA422ED727911CE56316434C8CB118D56CC5C0DDD5F33,6.543,12.921,9.899333333333333,3
14F15090940CF5DFE0C4970541D1557CA700250D7D79B08E1A502C62D939D255EE249898259F3D1204F4993369330546031F04E4B9DED25FF147DE225B488665,3.49,3.49,3.49,1
14F153FBBA37E1CF524B5DB564F08938CB093FBA3C722F12366D401040F7AC300471E1DB6EA8E95263A89606150AD878FAA9C46842901527137A2DE49C41E514,8.53,12.07,10.601999999999999,3
14F29C9FF244DC3A033BF2A08CBC131101113D97162EE5165ADAF1CB95B9CDAA0ECDAE1FD91E3CD3912910D00C9A6C8799C116DA0D1C87F8F4CA433866FC84B6,4.96,4.96,4.96,1
14F366DD7EC02722FC533FCB4ECFB05535FE2007A481567F6C729FA7C2C4B4140927EAB18B4D1D98E0CB23B696F30A8E6A878A5742427CA0E2617B7F6EAB3C38,13.6,13.6,13.6,1
14F606A569FFDDFEDDA5178A9B41AD659CA814A5DF46F1C66A54662B4584F2CCF935A7EAF314BF3BCD5169CC7EEDEFEB25DF0D66CC29CFECB660B65A8F1BB92D,5.006,5.095,5.0504999999999995,2
14F680A95171134881F4AC4205F0BBAD9C6BBF056CC3A5FF811DD85AAB0D2E38AAB342EB660671F96B98426CDF440EFB4EB2200340DF04DD5352982037C4011B,4.826,4.826,4.826,1
14F708F8DB7DC9982807BDD4F44F5E8448329647525D78FCD71EE6E4C6437C4346271C9E61D80D408D4D1DBA8C08D7E281B6877696971C36BC418F83A31FD559,4.596,4.596,4.596,1
14F7CBD6F59B78A555B9BEF32FBB01A527941DC25876276BE6A6BDBCEDEA4A377A7E74E175A6534A49CAE9AAE2671231AF6ACF9992A6E094B96AE5E895FA4BCB,11.65,11.65,11.65,1
14F819857670FCA9A8E967703CC4F8DB15B07BF3899EACDF2D186B70CE811B5D16CFD08A2523CFC664B1CE9383DECFE00C021BD77090B509ABEA7FC07748CACC,4.496,5.669,5.0825,2
14FABA17BB6D90E4B1C882D3BC06976383FB923A36E39B2D33756207E30D3E8211793BF66A9EEA68932D11DD331543DB78C8184D561A77A0C278C2CB625E5633,4.402,4.402,4.402,1
14FFE0CAB23F25399AD9F7E369A3BEB1DD22F089010D22A209E95C4C0394C9886994D272193F22459333FCB61BB71F2D5CE3C976FC85DC5BFDB2AB7042B47631,2.31,2.31,2.31,1
1502BB9D28779B0B61F584DB709A9743E750CDB5A5BCC60547DE0B3867B3B8468BDBC79954A229D081E2E6A1C499A1505BEA1D768B6AAC2F5ADDDC11B0A95F57,9.193,9.193,9.193,1
1509A598217C9DBFE37A99E8DE7FCF4AB256A8663A17E8465A8463E39B97C1975D6CCB0921BE9424BA219A91661B407E5EB98F371656B486BCA89ED250D1DAC7,9.096,9.096,9.096,1
150AAD5AE92370CA3CCD22CF787666AF47202D27B1D8A5E025C5653DC5F326299B5521B2A39439D7B6604BB891B445C67E144F51E0D28EBCEC8C893EFBE19C75,9.393,14.524,11.9585,2
150DB5D95163E66013822D6FF10756BA35CA14DF8552227C0C0E98A7D1CEC1F8C5C7D5C43354E0B39F9B2525785470F3B89D1C77E25A9EE028585DB483083B96,4.36,11.86,8.559666666666667,3
150FCA44D4E50112C08A9EFA3F9A9898E8565ED6E565CBDF0939C8764F82A6FE59873D93B2F16037529749ADE39DCCCD86FB8D0C63C3A97165811D25D1B5C94B,3.596,3.596,3.596,1
1510D562830D241F74F56BAB9A44D2E46CDA23CE13060D73CED24A1D94E38AC0850C5FE4E2F802C4B2E25B863D457308704DF2D6AE6FA25BAE70D3E32B9382D4,3.329,4.07,3.6995000000000005,2
1513B5914BC50B0A05B7CD1A2CFC0889BDA1690E44FF574B786CE4E787E71F76844C9CC03C81D0DBD649A81E2C7BCF10A960D537B6E625AD5D80CA384DC9B5F3,8.78,8.78,8.78,1
1515E323984274B37A8AB0526C2318C55AD2E9E54301A02AABEF663E319089911124BABF6CF43950DEF49C5051257EA1514F8A42E9C62D103A18BD4DA6A19839,0.0,0.0,0.0,1
15192F1D556D93B99DCDCCCE906295CAA400FACA14A54873C8D961C6C62A978C4A9B6FE22047EBC372F0C82029C62B81C283E9F0F5DC1A45D003DB8E7B2FA594,7.853,7.853,7.853,1
151B1FC403315C469C7119FBA428322A75BA8B74EE1084A3BD7A412F36414F0E5C60AB4AB7638A10BEAB1FC1B61300093ACD3C73659E3E1B383FA592CDAED2F8,8.37,12.612,10.491,2
151CFDEAC79726CA23F7483E1E714D70FC9B452612963FA799BEF633A9B94E328502F2544F16D15B3895DDD17BB44EE92DCDB3DA634810C0E0E79BC0F67E4509,9.955,9.955,9.955,1
151F19CAB8104922B7ABDC0F257EFCF6EFD0D53891596CED36E0A90524F62986F34A4D6E5908E5538B857AC0022D77C0065128198B9D4D218458DD48AD1E57BC,7.86,7.86,7.86,1
151FDEBABF9B456A0EB66A2ECA9DEAEB19EFAE3DD48CA05D026A5A95321C7E8D5D79638A09C7D20BEBD5BBF24AF0F07070B7DD6AEE12BAA3CFAA2DFDB34C2366,3.18,3.18,3.18,1
152250DCF13526FB8602E74481FA8B2100CEB4A4BCD201148DC2F5EA5532F0AD19DB9C9B812DA9282CC9E3BE24CCAC317CB132C81BA5ED8BDE2B529A9E5AF4DC,9.017,9.506,9.2615,2
15247A3BFFC48157B02A6DC1CFB8F78FCEF0843CD5F625F1041BA95B28248FC4CFA93E880186EF84B0E43D55B063FD867DD1E2FA338FFD185283D9813429555D,6.84,6.84,6.84,1
1529EE535970B841A431FB34F1267D05B7705D3ABB22D5AA95A968247BA6A9F165F64FE34379E8C2B8DF8FB22FFCDE3F42633F38C36D6EFF663077E5F9E17957,9.825,11.076,10.4505,2
152B6FB85167167747016FA83B99BBFDC7E94EE7208CEF27E1AA987D159362A9F83FF2A270FAC19A2AED26E186902C6D58ACCC112BD8C4D242F64D1BA7C9D2FD,3.412,3.885,3.6485,2
152F71906E487F845EAB42A673C88AE9923C9D2B472A04B47AF1B3307D6DF83748A230917700EE68C15F317969CFC7A508C335CB6E82B1EF7F716CF9F0534312,13.565,13.565,13.565,1
15390B5DDEB36DC928512508D40028DCD73250E7CC2F84D21E720ECB58E04FFE0E62A32DE014866AFF4D1AB4E98EA7418262D9F121210025D81B3A0218EDC356,7.276,7.276,7.276,1
153A0938A19FD0B4A892870F83306EDA40F61F5697444D6027AE0DAFFD6AF2866A204B984D8394778EAECBADCDF48E32C23F8F9F630E1910545CFF6C57403318,2.52,2.52,2.52,1
153AB6B0D69245CCBE6840E0D6DF3AD6CDD265001F838DA92AEC7F9F3B60AA5030549A666C804F08D22672FDAA01BB0927C217AE9DF842AEF4001D03FA541903,14.83,14.83,14.83,1
153DA6F38098465B6A8BEA440E89EAD2D7B13028C1306EB3886849B9F508F7237EF8D174921D0002AA1CE21893B4CF350C85EE3CFF358D35E0E66A43FADE3D47,6.314,6.314,6.314,1
154173571109A5A871130FD9D625CF3A31488016D49BCD0DA38BD7766A5359B690500223A59237C7F1958CA4449165DD050748615E0DBE55976D85653BCBE06A,2.45,2.45,2.45,1
1541D4C231C4F60FC68B0F3E25B9D5E827F77B99D60AD1D6AC12E81A9234B13B7544BFE7DFDC190E7964E1307A6EB02EE65B0CD460A595C50D5BE676642209B2,6.363,6.363,6.363,1
154392CA43999C942885154B000FC5C48307B5F69FECFF9B32E7D1900670A7B189A00ADBEDE61A5A791F38B9B6AACDD46C2AF30B2B403B789DD5D89E44D68EA9,2.0,10.24,7.530833333333334,6
154BABD41A3F5ECE883DEAFFC320ADD4D42BC85CC04A51D4317FE097D6A58611704E711C7AFB01556316278B5E230E72F3270EC8CAC76D79305A11DA257C54FF,12.914,12.914,12.914,1
154EC20B30655471F1A521086D2678B94F875A254A2CE4854B4157B10E3900958BFC1D2D578A23FD8ADF36105A3B237AB9F0756B3389844FADA27BDA9B912988,11.388,11.388,11.388,1
1550D1CFBD986BC665F67EC1348C7227D90228D155BB0AC70697234DFE0C79B9248CDD1257AD7909B1271CC671A1B3BC0BE969AC169FE514519D965B52BE1AF5,2.215,2.215,2.215,1
15522A5408347C2D1F9E153A675E16338938CA0839BBF4E1E9859C201F384C3121F871E56420509CE2557C92B402B1C96754DCAC48F20B96963924E9E69A3186,7.668,7.668,7.668,1
155599061B06B32F9B013ED8F1A9BFB89F154AC228D6EC8C856A30CB4A0145408E580D9E454439725222A61A8224BB1019C021D0699CFC39DDC69B3A8AB5E4BD,6.104,6.104,6.104,1
1555C60F39C276A2CBA56E49284BA3C2A1E6480C268F46C33E511862D296B6F33007388EC24993E2EB1BA80B9D5873BCFC443DAEBA3E62A20748033DCB397F3A,7.56,7.56,7.56,1
1555E69D80676364D3940AA6FA8C537BA9752350DE591077EFAF9FD214CFE1450CFEABB3937A959780E82E6D9D1373D3A0960440C96B59A18D30AAFE1FB211D9,9.002,11.405,10.010666666666667,3
155A1DC891F43F08B30DA75F0C675C89A5A6171F2E6BB6EE523AC24FC3AFA5823CA5BE1F2CA34D622652FDBD3C4019FC0EDE711585DD182DAB40E52A548369CA,6.213,6.213,6.213,1
155B63E3D5055F0EFC0BB6799A292D9ED82F600038FDCB9527CE91C4D75530B16ECF635AE7A21015EC8FD45798A85B5B71C2BBDA9C00294FF9EE8E538EAC3664,0.0,0.0,0.0,1
155D82A2002D304A2B799880F07D09CB4E9CC8292F960AD0CBB8CC7B8CA8B41E8DB175A2786A83F25F04E6FF6422A139C8EAA5D39BF39415831E28CD399EEAB2,1.89,1.89,1.89,1
155D9C32CBDA9952E48F62C9598B98E95941F09F63B4EE500F4E6573C588AAE1A1146F0069E086879D381469B4BB02484A8FB5CAE39FF3EB33C77CFC001FB66E,5.639,5.639,5.639,1
156002A4D90496ACFC45B6695210DFB78B4D67DA17EFEF99E061B390187576D0B916B4F0E30EE868264A9AAC167E068D123A39B411D90D506868A32668DB25A7,8.247,10.2,9.2235,2
