IDHASH,MIN_CALIF_CEPRE,MAX_CALIF_CEPRE,PROM_CALIF_CEPRE,CANT_CEPRE
2A059A37FD8ECFBCE6C00A59856B039945B6DB3BD740D3F6573320C307C9819EF09281A89C4BCEE0BD02AD9DBCC213DCA3CE679313422F70B58A6C914FF1807D,13.352,13.352,13.352,1
2A06B47BA04F3F2B42B1D4BD27E7223D709A923CA6FF13B58ECC3233C47A9FB6F26367DF813671E4E0ECF3B0F3AF6C16F04B88BBF0660AA32160604B1E7BC361,12.607,15.965,14.664333333333332,3
2A06F2DC7F290680C791C783E01A6C6100B1A79320900CB2B54DB7829AD559AE7ED490763B1C38D95404D569A46A99A349990A817E56404BD0B8C7A4845E961A,5.248,12.727,9.799666666666667,3
2A0BE283D0D6B57707C62FD4219A619A1AFDA955E28A5AE12D580F865940EF42A76E5C54E2F9B586C86FDCED0B1C697BADE15B8146AE6A93BB430E9206F0DF2E,0.0,0.0,0.0,1
2A0D901D8283C5AD1D1FBD37DD8D64077863A97075B12A2855AC2DDD706FE85A8B10EF1D2E995FE6295C7AABB44885EF914D2CA839611881EAD3AAFA2A47905D,12.367,12.367,12.367,1
2A0D96C05B0A14C628D67FC8B1BC9AFE98F037C433878B9CB84E162B97FC0C9546A6165CC6C392A3C0289A388D7508DFB5466FA801EA468D7E393AE6E6B25684,2.896,2.896,2.896,1
2A0E704473AC898913CDBD8B14142D3BDCC8636C409562A56B79B114CD2B62A7665705C9A343151DEE5E08D41668E1922A0B9BC57CB374976C1A1727148C73E7,0.768,0.768,0.768,1
2A167E964E342C5C270979D272DDEE12E0A94D6595BECCA4D8E0F232F5FB9084E683EF755656C30258DF3D370DADF1742EA46D172A440DAAB3FACB7BE017F89A,0.396,0.396,0.396,1
2A1810D4A02225EBB8EFE2B2282DC5BF1E7DAB86FC5D6F6C54F30649E54742B4F2E523CE7BE161C3AF6401986DEB207716A27CFC89EA606B07F31179C2D83F2A,2.786,6.728,5.253666666666667,3
2A18F80629C8C8A6D33FAC74F13C8BC09664D6EF6ABBD0F914646DCB17F31316072FDC95FF6C34FB66702F923F6024DBED8FB5C4A786B58FDCC8E43C9A842E8E,4.63,9.194,6.912000000000001,2
2A1BFF5A9FEA47C4A4E50FA517B90C119FCAA8927B03DC827D6879D26D2B28832707D5DDF9A740D0B04C9F62595ADC416F97B6CBF215D9BAE2C526E91701B291,6.154,6.154,6.154,1
2A20D578E1E965717AC02A9C77E8FED7B9B7AFE139369C06818C25BB0950B6D3794E368618FBB49930CB2E24224FAF1CCDB0C9AA32230E2B6945C6DD856537FD,10.967,10.967,10.967,1
2A29F9B13C9233EB8CD0372FDAA9A22740DCA5B52556E9E9E265366894967C8FDF7E004FD154E3975699104203F084AA8756382F1D612C723A9E04FBD5EDA861,6.418,9.059,7.7385,2
2A2E355886290B6B7A38D9053CAB3F6F6A86E9F3F0D2C4D52A86D41654C4957CE9CCEA55437E7F59D81141A2B3E8CC5069193ACBC15814ECC5C474AE5A2396DD,9.674,14.622,12.594,4
2A30B71FE3CEFEFE75AF42BEEA37CCE24386D61D6A36861939C31ECFEB6D2B466EC7E74BCE7F29DBC073712FE9F95D86EFE7F6E68F952D68374861A1C24A08E4,1.111,1.111,1.111,1
2A3160B1542406F5FBC087651281B48DCC3959B4F4A451641DD021FC1A239543E106F4A0618C99A12114E1DF5BCC9D3D44B097E356EE03788A96BFE57A63048C,1.625,1.625,1.625,1
2A3565305B3A3616F1F57F5E37FFD81820624B8B5215F2B1ED18069FA3E89285E5C214410FDEB64C1BC59781727CBC334FC17F4645970A85A6949B2C25DD8297,0.267,0.267,0.267,1
2A35BD47FDAEF990E966EBFA832BB252C0B0790B22A88634290571E578FC267019DC39E8C97C9B5023BAD4B7CF572908D9BA7BD2F86A12FDA1CDB91E4E29FF2E,13.444,13.444,13.444,1
2A36790F4F671FD646EC18B76406C832DFEDB562D5A51B32C976B313CCDFF0A980B74915821FA3679D38268BB63B3DCAB84E8C50907913FD9AD0B5183420EE3F,5.927,5.927,5.927,1
2A388C9CAB762371E7B5080F84DFE29ED122886BBED395FE96A633518D0BE80019001FE1F4A8087F8446B0B8CDBBAD7DBD50539485AB2368E44210844176C3B9,2.313,2.313,2.313,1
2A3AFCFAEE6FF571531149207EC7ABD93BBE5A79517102ED5E54A446F9FFC24F19346D52D4FD0055369B7BA5AF7EC8673FB7D2C1E871A5D78B5091A07010D101,10.908,11.938,11.423,2
2A3CD10563E78AEFE6A766C5190A2F4116510827DB49D3773A6F05A98066AB20E328DCCE525723CD505AADBB962519BBCE6F811AC509C29E3C3923C6F761D198,1.286,1.286,1.286,1
2A4367740C0537A007221443A35EE13F81722F14A754A0EF0069D04487D91D3FE3ABEAF54E21546968A474FBD4A7C597A9F4272C1131A6D22D980D55F1BEE9AB,0.0,0.0,0.0,1
2A449A2488B2A24AE6BC8E020EBEA74C4B0536579EEAFAC9A07B5CCB04481FF8643967170CE83EF8784B8D8F9754ADDAE0FE0386B70587F43C003E512E3E977B,16.346,16.346,16.346,1
2A47C25125A342068F48E558BF3D9FB7637FF56EA9FB51BAEA9D27518DF74F915ADA305E31F19515314AE22CFDBA2A7A777F651A1BD74E4BC6AAB04E0452588D,10.946,14.118,12.036666666666667,3
2A47FBFF1B4CD2B1CF76786033194BA938544B456F344F6F203941A064E99BBDFF631FF3BADCFF6CA5B30684765D25588215EE9076DDCC7FEC52D7EB8BEC2C1E,0.97,0.97,0.97,1
2A4B6AF94D3F3ED5C36DEEFA9E9A872BC17C34DF5A2F51E32DD5A10ED2E685B99FC088A41BC792011A3E746307DCAE36CE270C86336BBFF043EF7C97E4A8509D,3.916,8.314,5.668333333333334,3
2A4F45BD4A1867B5007E940C5778C8E00C307234D5AF3F25C956F05F187D166D43EE975B560981917545E1BE106AF13BB8A93233817DBAB82A2CB24E2C979A2B,0.41,0.41,0.41,1
2A50FD8B7EA594AC6B883B2AF04180F7A1AE05286EFBDA3CE4B2A86DAF4511BCFD5E878582AF01081B834DFA18B452577DA3531666B7822133AA4EB7B16B3DE3,1.513,1.513,1.513,1
2A527ACAEBAE19A212BE84B46BA94EE42027B4960C1D33D9815957D0DED19DD42255624B544116BACA6B1E7EB4C91E70300845B291D8A16E24C172BF38EBAC42,0.451,0.451,0.451,1
2A52D0A2259DEAF67811683062E6EAE312350AD94F970BFC1BC7C656673AAF3A9D2D6B10E1622BA24FC95151B6473266BA94A2B9A5D5B94639EA6E72EBC18D45,12.356,12.356,12.356,1
2A558EDFD61C1B2A5F61B79088D44D3B5FEC5760D2363ADFA24A074347AFDE9DB509EA4CB5D7FBE9D8B99ED6C5D50E3306DCA4C9F5D9E20CB66AED4771D42BED,1.385,1.385,1.385,1
2A55F8A29FD52A1094911EF66C452025DFC0B896BD78709209198F195189DEE94FADC7BE709BC0ADD4CF8A05AA18B72856684138FDB8C79FBFF078713ACA4443,0.0,11.917,7.210666666666666,3
2A58173A95E45F678121C1B0BD8E6DB7174F08D24A1ED907918EF1297BD857CBE6EA9B811697B0167417F7BCB71C573BB98E5678DA3E6766A7028903B255F72B,5.046,5.389,5.2175,2
2A58AF5DC4E9F05906AC2385910817FCF173765BD4D60D225DE494C74CE4D6065CE4B64D842AB4070056C2299FE139AC284F287A6E89C8CC174E60CD46FFF4BD,2.083,2.083,2.083,1
2A58D3A0CE1FD61A6341E6C37B7E382BB7AC845BEC23A652D0456EDCE779049A5FAE94B03635E333FAC7B2A5934852574419A519A6C5010490D8046E3506D993,5.168,5.168,5.168,1
2A5AE80FA0F6F4C72430E8B1BD7B0E88097D3B97287F2E15C2BB514AE8DAF50FFAFBF4E2FD8A7055FBBCBADEC6BF2B765AA729F30F5C784BB989A1E04AD5148B,11.904,11.904,11.904,1
2A5B2BE0D110B1118F05FDF08E1DC55DBF40AB3F7DEE25B2BCA05CC4FD5CBD1A2D1A9044A4D2374CDC1B5D80D4BEF5758D6E1915ADB9F19513E344AE45392A93,7.127,7.127,7.127,1
2A630B366FE6FB2F7383E7789286E510F721186C7058E2898C3C77BE9CCB35A685CEF907ADF9D974A2C45A13CEFFEB98BACBC2469AC93B0C4D23C56482A64C4F,9.557,9.557,9.557,1
2A684D6E32C643D7B911A6D55EACF1E41969F020D41073A397D48B6F036CCAF7254CEA1DB0FF067F578F595F43D252F56702D99DD8A5DAE3233E6E0F0993ECB3,9.638,9.638,9.638,1
2A68BDD0A664974F9417D15067CC367AADBDECD3269F55F6AD8C19D8CF7EA25DFB65720DF650A31003E5D888A40B68DEFD9A912EB2AD02BA67A177EE52C3C327,2.161,2.161,2.161,1
2A692E17ED165D1F25132117826C931B12E98DF3179CFCC91BE9E5B7C86945AE596FDFD73839C7F6212B575E2F466E6B962E9977D421DF0EADB61541553F5EB7,1.759,1.759,1.759,1
2A6BC546FB89B1267833F67863626CF947620619A6C2716F159BDF0A84577B503930A1E7FFB6D18C7EDF3C25C3D19296FBA62B612407D1C23A3AF858D0619B3C,11.352,11.952,11.621333333333334,3
2A6BF016CAAE8CDDE78E0A4166D06BDC8E3874D6D1878856240F8406B2107BB798268CAD84FBDA61F296EE54350A568BF7A596E8E9EA6DF33F3EDEE6BC6E82C7,0.583,0.583,0.583,1
2A71B3D7536D382C22E033718D808724E50E9194CE2ADEBB20CE457D60444097B13D761DA7BFA4A717A3A10715121E7B656D6E4955A655FC981C37F0E4DC87A5,16.412,16.412,16.412,1
2A739833C04473A80225B3C06D8AC6E585C08CEEBDCD86E65935879A5886C20C2796FF0E4C22E49D6005258B6FB1B35D782B9A2DF8A51CC7A84213B9D528DD8E,2.36,2.36,2.36,1
2A754F822267C0A23321AA1BE50A8C1052C175B92E4D7F023A52C34378C3D2E64C1D254DBCCB4C7C2DC5DA7E8E7AFE49C279173848E0F2A9C80DE5CD5CBFDD54,1.185,1.185,1.185,1
2A767B91F9C224D085E77723220278F3FB68C6616325D1022E7B1A8869975CFFC30600561FB654598F8603B98FC2E00A7A725A64E57570EB00282A4E28A92D1E,11.196,11.196,11.196,1
2A783BE0C6A0B93600062E2255A7381346D877A91BF86912AD157DC1AECDD4886D4AB954AC35F06A44927C9B5E3F5545497FED62D1BE83CD4AEB294A7130640D,1.063,1.063,1.063,1
2A79478A80AFA3FA9086F909AB116DCBB29394275CAB0B22EE629833951A25D5C223D7FE2D88BB23D3D8CC60143CEF221B41CA8BD2D9ECD459D05B4CC815ED50,14.174,14.174,14.174,1
2A7CB51B45ED353B0D21FB43130E6DAB8F309ABAA7DC05E429E91ED090E4B49ABFBCFE65D1EF3B7336F33FF109432923102F8BCCAFC04988F8D5265F876D5D3E,0.0,0.0,0.0,1
2A7EDFDA0F03F2E8668AF1025410297091208F2E194CB6E0C88488F77CA2225D64F86A8B78CF5F1830CAC50697D9D8526DBE450FD614120F3B96BE93EB12C3ED,6.545,6.545,6.545,1
2A7F23A2D2F365238A9CC124543ECF4C951C5A63DBFE4BBB96ACC1EFE984CBDD02F633B574093205A656187E61460A745C000374B7A0C264622899A3CBBA2BF0,1.416,11.314,5.965,5
2A7FA0CC26C12D5DAC550AE69DFE2B1B3FB00DC2313F3733A4AF88062CA3E335B973B1C0B01EA71670C9918116395595D713480BB1DB78BE3CF778A0F3F04B0E,5.762,5.762,5.762,1
2A84A6CEC760B4DFB20FC2BCF9E982D73D816143464A51B43A36FD02C3056E492F5BAC0BBF84EAC098898CCF9113B750F47D7A9763038EDACCC437E8E373F6D7,0.532,0.532,0.532,1
2A8A8E8D41ED78603BD234837ACA97BF7070461FAC7BB24A757314A745149705E1994645826EA5ACA3B320EEFFF891FAE09C4ACDB2B3812E1ABC819667233AAB,0.81,4.491,2.7226,5
2A93C239B1BDA7A9E937D3766B9D0A607AC0BA31DFE1F64159845AF096907A54C8416EE68D69639BE93C670143007F701ACE67A656C0EF4C7341AEB073DA466B,0.0,10.551,6.377666666666667,3
2A9CD139EA4D10D1D9CE6046D23847280C8EBD5DE9D9D7322072CC9974EB4E7FA45A34A9D36A31BCB1EBD39866A4153F3AF3105F8DE7CE5346FD9CE965E2F310,0.0,0.0,0.0,1
2A9F2EF2E0725E818DE6D5E193B55D5E57B3ADCCED24EEE12658A86B64FECDC1326864819FBCCE1FA09A12E92F1E0516445C407F5417897BD46A60C27A4896AC,12.931,12.931,12.931,1
2AA2FC40B587087255413348D037AC6E39B7C3AB7E46236AD840587A6FFA3D2ECF8C0AB5332611E799027C8F76B48B2C4B27598F6775E4F7F67A015330192797,7.463,10.198,8.8305,2
2AA45AC7E0AFB46204AA2BAD1F18EE4559B22E6A37C450EDF3C64F6D367E8B6489A212DFF068DE05E7186A59CC07327F23BB1B8CA98DB8ADB2638C0EA4AEFDA8,3.32,11.738,7.529,2
2AA5FFF35110F7106C657014EA92682FFF37C7F8291F74EF1390F92FA166DCA6CB78C8BEB6D4CF72B9CAFC478DFE74B18D02BC6F7E55FCC7C823B326520B8BB8,3.815,8.279,6.047,2
2AA7871A279F2B74B8A7A1963FE780A879CA4A8DA0D12B99CAF79133FAB2D96B60F8F96074011D08840324D3E46D7ED6A814D701762B4D56646985BB972384BC,6.991,7.372,7.1815,2
2AA8F24C320A8599794C0E983AB83146509C05DDC50B88304C606F82FC32967598332CFE5D4ACEA81C53D40F552AFD2CFA8F41BFE6F77CB3F5455BA31B8F1702,10.742,12.853,12.077333333333334,3
2AA96A8CA0D97CD629F88C5DACC1E4716588BBD4044EB617C328270BEA23D479ED6651DD4DC81BFF5E53F0806E942BF3B50C6B6BB7314D4BEB3CE29963820A8A,1.053,1.053,1.053,1
2AAA2F2D568B5FAFB9225D40C3AC348BED622D32BCDE43B87BE984A3563A6BDD5B2CBBB06B60A98CBE1B5D775B5EFF678020FB185CA00A8A18B3AF4E7097A5B8,4.596,5.012,4.804,2
2AAD07D33C2BC0CE465036AC0F2CDE6AAD986144FB9957E816439702C807EC27A54A3108004E5877D75CF0A822A08E9E01CA4CFD1A6976FBFDA74F652F321E01,5.778,5.778,5.778,1
2AAD869603B3A47FF0BB7CBA886E6F1A0E6BC6E45CC88092C06C68C7E4A7DB9368D1C51A28A32E20215477739954D808E5285F6985B8B04D044FD543F1AA9F2B,6.175,6.175,6.175,1
2AAF06CE802E68F2C880833BCA3808F01AC879AB9B6BE73D74F2A3A9C9B405F83389D54284C15E5E2BE34DEC9F2E35A3AB02CB9109FBC343C633A307FE4D3BE4,12.025,12.025,12.025,1
2AB2ED85923886C2CFD7C0821AC4795FD459CA8300C6F87632C26C1320089D525DCAB4A743802E7A2F4ED9BEA2C2170678705015F0160A3E4C40B11F7F8712CB,0.736,5.285,3.9918,5
2AB3FBF2D95FF5A4F7223B61912A8AB198344F2CC5B2A00B07B265FED8F3CDCAE49B401D18331891A5B6182879BF5EC5EE0D36DA790CB787BD220EFACDA640BE,12.156,14.529,13.342500000000001,2
2AB5FDA2CE9B63B46C3B8EE3CD7259976B2C68F590BC4FBA1A36DB6D87FD3FA9EE3B3ABF8B732C714989E8CA519E6C5CFE148F05D6830B15E1A471830C5003FD,10.46,10.46,10.46,1
2AB6F502D7C7876A4C41EC0E99210933D8DEF28A6FB80B04B3E99AC7043C0417E47E2E0AADD161D3198AED3E2A5CEEE2FB6780E00F9061934A5936279E3C4907,0.668,0.668,0.668,1
2AB751F6708708CBD80713342690232463048FB125D91C062F146A03DE5903ADFE0E6BB014FE44D7AEAFCA84F3779F28165BF4933BD6CEE65EFBC1D106F9D2D0,11.898,16.255,14.0765,2
2ABD05E9BC8984BDE74A6B71AEC4A04A72B94E60AB79CF8AF9236ECCBEDABC13A19B99518BCD3C1658E510E3ECD3442908581F5C85C3F5770876B81D81B06303,1.052,13.829,7.4405,2
2ABF982E7E84B438FE7D79A154C8FFDA936E3625DF9CF8F5B2BCD43DA1D1C2D4B31672C75CCA7F6CB87ED826923A5B465997F77DDA4B3565293A76A418592CBA,11.427,11.427,11.427,1
2ACA13A6A0317F6277617C4A24C3361E7EFE52A393A787B4F35013AC08F31DF32CD35A773341E700B646F453F1F4B84F3A549292DB1B5AC37272761E04A5CFE7,14.989,14.989,14.989,1
2ACBF7B06F947DCFEC7781564C73D698BFA8434E0AA7A80EF81895DBFB96E55D17A5FD4B94CCC9702ACA2DCF1932C8D204FBC6FBD495D60535CDB2CAE679BEDC,5.594,9.971,7.782500000000001,2
2ACC610F63219DF749B47A664E94C995B2D767D4A2D5C07C07DA62A43D2F6C22C4CFC670096366D0A34C9CE5D0E5EBE9C9F83932881EB5936BAD8BB7E65DD956,5.597,14.59,11.347333333333333,3
2AD2FC16E40A6380672E07C1A0F300D31C4F3BEDB8ED02F2A31D0770E8704F9D3E5C13A7AF9C4269EFBC7FB92C90EA54B1D017150B464456BBD599C71897131E,3.66,3.66,3.66,1
2AD32A74054D52A26BBD0378E0D10A5F56E607F50A02550FD5D06D0C0FB006658232FE658712B842A88B92C29E3321119EBEE177D33B09E59D643B793A3E64F5,0.706,0.706,0.706,1
2AE694F51129CB14A45974509BB8DCCF5E941292CD20AF1907134BAD967DF51ED68834E606AA29639EE8F4287A3DD1D1F6826522F6E3B81A491116417CEB213B,14.726,14.726,14.726,1
2AE73D21352D27B4F6FF7C8F8205A98E81209DD6ABED13CE3373A9219B456145540E20C81D1F955CCFB064906C7FE1D46096D2250C276DF3135C92981D0CD6B2,9.312,10.566,9.939,2
2AF3B33EE6E14B91D2E73DC6F342D9547423D3D935D931D254DD1FD190BB0FBCE1D9DF7EFA7C0D7818E722FE0E42BBEFB2016AF53AEE241BE0C70AB354DB332D,3.172,3.172,3.172,1
2AFA3236FE752C595166F072EF6E90E354BE9AE60F4985C04CCDE722044DCAAC9469BFC84A38E17E8501474F6E5FF5F98F4C55E0DED79ED5CAF13541D0580BCA,1.944,1.944,1.944,1
2AFA6E72AC83F2BB84654312E023F6273B99EB4E0750E76C65E8C329C7E0611B61E7B3939AB787A938924287BF8654060439847EA93CF5714B0477F3B5E242EE,2.109,3.034,2.5715,2
2AFB9A7D23E5AF3E2F38BAFA634A578D2B2B16969FDC0F7AD3545858A75B9806D2250102FF817DABF5CE50CE9A614173414BA1DA2D8540871716F8F33A35571E,5.639,5.639,5.639,1
2AFD9107C5CBF42638BF46A8A3D235B0B0A3438B71FA0F9B5BAF8A5A6D07A08192C5781183777D5F30554EA8D373C3EE372549CECB4C2ACF4299C99327885DCB,7.014,7.014,7.014,1
2B00C39051D012573F172427A424729488AD161343340375DA2A8CDCCFEF8D086B5F5861E62A291247A2CDF87DD277B84862E805229C527F99790A1C3257183B,0.581,12.09,7.154999999999999,9
2B0B29D5B5202B286BC4C8F2CA280C1AC98DC32A2C3B630A099AC6DFFC473D2F133EDD7E23B7E1964730ECC0801EB8F4EE0DD304EA4CC610BD77062AC777AEEE,8.614,10.813,10.078000000000001,3
2B0B9B3D06F59DC0A4697E9DB2A7323CC588AFCE878EE3AA8CFBB291C0EEC9FDE86B18A8DBE504726BA35AEE97FA5D28638DAC06D873AAA16F1B319A4B29A1D6,13.549,13.549,13.549,1
2B0FD15D901120A2971667463498E989327A3643CFBE1A818074EA19FD55963EA1B3357578BEFCF9C524B796F213F59E9B174B3C499368C060CAA1110ABEBCBB,3.546,3.546,3.546,1
2B13A675D405BC62DC12ABC800226F36AF1DBF7F557F864F5CEA13FFCFBB43573D39EEF7563DBA182B74C5B0E9D5F05176E1EF3EB5CEE9378DAE8787E5EDD320,1.197,1.197,1.197,1
2B141D8E0BAE457CA357EABBAEBCA83C41B8C5A7A8B4E3ACB0F75785F571A3F2D7B429B7A831020E821AF5359AD88AA27E7BA209275A6D10DB85605EB4CA2561,1.202,1.202,1.202,1
2B19B8C59DD7CA2E39F17CF39A05B916F52860CEFE599B8F5B56F24E8E6DC5179537E50B4DE7C6C7518886421C155A81AFFB12D2AC6A46B560CEE65F8CD39772,10.23,12.521,11.3755,2
2B1A23686D0A16DBF5DD76FF656EA093571994679708AB61C1F6EE600323F88B0CD1BCE688FC97791022CE0FB857BA9AEC5DB15E6CB60A7D57D101A0BD7525BA,1.747,11.654,6.7005,2
2B1ABF48172DA0AD8E3AF739DCD838AE30CF53704233A62A00EC20CF5DA923732A608B8493823180A4C6B36C1A1C23E12B1B28DB0A49C72EF294DCC05C2EB475,14.556,14.556,14.556,1
2B1DE7820F479D49D6F37BBF6351AAE7FBE901223D5D73C4190C6A00AEAB9274DC452E2AF19F7A416DAA61DFCBBB400E0F3379D3F49E68934A18EFA9BF985FE6,6.649,6.649,6.649,1
2B1E4E0E4E6E82B742F0E699EBF99A21980A71B7AEEE5D2A50DE3F335137A776F520A4C3A57C1AF455C0DD58FE48A854E9153915A3EECAA4FC4C5C108EBC41EF,3.118,3.118,3.118,1
2B1FAC06D23FABC48E321F07433F6E4A8A9470A86763015B31820A51B5A9274641AA6DC1C7863208C16F2E3F815C35849AD712B358FD3738BD215E98DD0E8709,0.905,0.905,0.905,1
2B213F2003D197EC829CE718A4114373DF34E836A0BCE1D72680EA64CCDCDE2539C2A62AD1A64979EA962A9922FD9534C295F4DA3FC88C8D19A857923E4744DC,6.771,6.771,6.771,1
2B27C458E4B8BAF8A54D8A76EA32EEA0D232EDFC7BF9DBCE610265CCCE2BFBF5D7ABEC539718989148FE94C66FF46BFAD8906950A0CC6E66652AAEB69E7DE631,14.955,14.955,14.955,1
2B2C02A0611AC9F60835A73D121B4627122545DF484DB4D467DE5B183602E3FA18EFE497ABE42F8C51B592DBF4CA4DDEBF070FA67DEC94299F4980596EDA7450,0.7,0.7,0.7,1
2B2C6437AE334A81F2D39F196C9BBDAB922D500B35A6C84E4E001EE2483D95CF76384FC90D84F9D0244433C9C83209980B607EA52EE94981957E366C9B5D6FAD,13.547,16.14,14.8435,2
2B2D1788B5A2CD87027BF57B02592AC9D0DA2D631ED47EDCC11569CF00C5A28B9157B67D51FD9D058ACFEE7D577A95FACB757DAFDA35E1BC1E3C54164AB69756,0.41,7.289,4.617333333333333,3
2B2F2175119CE884594B773FF4B0532014E46C725363647765FE30D4CDEA9B5A0FB51593363CBB89B203B81002335B4F9C9F590AD5DB7E7563CF712341527E90,0.0,0.0,0.0,1
2B2FB7C244E3DD0E18F63B4CFBF8F60D7B8C000ABD3CF54D5D9B776C8F7B050C099450745C366982779358D2FBA17E705B0ECE04B3C98A79D14D0270DE97C4FE,3.095,3.095,3.095,1
2B325FCB78193D30C35438C451A4952762ED88446C3A455DFF6172AE1DB593940976604A482E35D6D20EC0894773E75BBBD1203D71FAFB6299A09011B1961B42,0.494,0.494,0.494,1
2B33CA189572E23103809A127061524E7B1684F8990A7B8318DB1F0FCBB92BFD821EE0719C74A79B279E21E60BB90FEFC771BA3A9E9172CECD70EF08E711DEC1,9.289,9.831,9.559999999999999,2
2B37BF04E93FBD39137AEFE687195DE25AFB1A4086E00DCE244D481480238441790AD19769DBB4E894BC5D94DA3AB0CEA764D258CF5C2C2D9296B0014CABC5AF,1.088,1.088,1.088,1
2B3EF39778FFFF18DF6575B2787B89B4284C46BD319935F7F4B6B7BC7AABA3C34E9F06D27F89B4D43A66900ABBA8D176AC91681123446EBF7DB62452455C794D,1.645,14.358,10.225,4
2B42642CCE7C2DB6382FDE29A3C425E76716BC36690AC1855838B7B2A7BEFB58C8DB803DE71AEE0752129BBD1E85806AB317C8E1CD18DED863C718AF3415CF46,9.997,9.997,9.997,1
2B46A6D56EBCBFCB790DFAB86C3631EF0A28FF396A87C6A9A1B35EE836F49C2A667EA8E3E8A6DBEE57CC63A2DACC5FAB45C4EB34807382BC622B8A4E72CE65A1,0.285,1.669,0.977,2
2B4BAD050C6E8411C641C2594ABA0EE53A6BACB0A102776ACCDA50B2A6E6872076505BF047336424864B5BD1B2FFEF5296A894EB4A1655D5CB8DF90D3B8D1DCF,3.421,3.421,3.421,1
2B4D3352778B7E62F3F6472D8E1E30E84F6B3CC4F1A544ED00F506C3EF9255FF4593C2CB5F572D1564E3D2FD028CD7C7B285602FB3DD526BF255358A1382CF2C,9.926,9.926,9.926,1
2B4D7DD6D584C8F1A715379A50B0BACA802A226ED965328433614D32D4F765BBB1F7715BABA7A1475425C69141A27BAC24FD081887879CD9D4B499C32D0BDD08,0.0,12.44,6.22,2
2B4D8F30DBF9DBE3E038CBE9CED7049E96A7FFA59186ED55A247172A5061A638887347C10F0107DDBE015F850459A14D80825E3F26FFBAFC7734E851659E820E,6.469,6.469,6.469,1
2B523FBD2CDA4EE6EB6C3CAEDABC32A13E8E93FCBE46A22EAB2D6F47D47CEC63589E0F14B9B7F93791C11C665529374FE8F5F50BA0E70223060B4D1657DC474D,0.286,0.286,0.286,1
2B5806B6C1876CD85520455B8C7AC6A05DA03A338F2480F66747D2D3B1DC93DA566C63668DA8B926A65AA19FE03E4CBAE65797A24FD82EDC161E2F26606301E7,7.134,13.305,9.654833333333334,6
2B580C1B5758E15CED04F9D010F422A7754D09BAC17BE2A871D6FD8156008AA9352ACC8ED05D2B115CF828155F362FDE86A1544D58249D770D6F42280DD3EF3D,12.827,14.504,13.6655,2
2B58DAE593A09CD495D43E97E6F1F2BBB7BE1ACEFE6231B60A0C245029109048C15F00EDA10CB7D0732973C57FE0DD5661635520B0424E15C38E5359FD2261FD,7.386,7.386,7.386,1
2B5D598987AF74AD18E4AA6F0AAE8357785EB756C773CEC53348093E81A4A756B39D3B03D81F48846313D8C506C90FC074F3022899207319920BBCBE05663014,2.602,2.602,2.602,1
2B5DDAF9F1940465B1CB044C2CB29BB80FC5199613B9DF11A178B3609937C9B366C221AD6BD7603EB49EAADE48A9B5842544610960C7046E884D5EE41AD0EE77,9.197,9.197,9.197,1
2B5FC8A445695F0AB5F308555DF710CA9F979A2CF14A9C04973328487880DA8EE0633712C957583F42914B58BE426A61ED3B3D25638D72AC4B8773458FCE77FE,5.635,5.635,5.635,1
2B613D3B3C0DEAE3F569BFDAD9C2D8B3B16A9C367215545D09BACB61847260160175358DFBDD47F06C590751B8D62E9DDC1182CC5EFC685EC62322E9AE4D64B5,15.242,15.242,15.242,1
2B6A8C63CC5799DA166BE60086166B338C79FC28C293E6CA770952A876BB48543D1EE44EBE09A90356F238C1A173683FBB65FAB34C97A8DC40F8E1FF01516317,8.335,11.852,10.0935,2
2B6FA5A078E7085A4A63D396DEE076AA82F5320F11587F39E3C128259C036BA83B18EF37D75F94C18241F8C8115B15549237D9AEA36A297102C16882CC78AC6A,11.99,11.99,11.99,1
2B74DD7799BBA34F988FEE08495D2E895DC0231901DA2C552A959BE619F30B2674881E379D21ED1E2873BE5D1EB96FBEF218B8AAA887A9F3FD00EF265097FC07,0.0,0.0,0.0,1
2B79BDBCFC1BC02CE77B35BAA34FAC2074D2379788FEF5CF3B8322B021847AC07B8E00C539E2D71BAD926692BE756DC2D3C7653F5663FA86584F5465E67CC04D,10.043,14.761,12.724666666666666,3
2B7B4646BF7ECCC017D145B75235D963200D4C35EF789CB39FEE903552EEAE81DA574B689519F0592C002641D62ACF65AB5D773362D3B11341B8DA5CEBA38569,4.086,4.086,4.086,1
2B7EEA2AA22A18EB1B13F42F78FDDB7305853BE70595360B9EE95BA469DDF64C8D2E3EFBAD7C7450E660498E9AB45E9BF077E38E070B5948EB5F3A572A014615,12.093,12.093,12.093,1
2B7EF0EF163B8850D5A271C481D539001D005A4993B9D30A7DA72C0C04DC33EC5EA1BBF5430ADB805B4F6BE92B6789E8884B7F287419DA1D4A158375F9D35CF3,13.885,14.812,14.354999999999999,3
2B819F2E6B71DD076B96F83796BEE8DF5A7C50CD1C77CF75F2948E6C1F1B6E7E8CD6A19A180B5B7CEEA5EB547B7FDFA3EE586D46AE99796AF3A85689F67B57D0,0.063,0.063,0.063,1
2B8AED531914E5C971E57A31C6D67574FD9B454D0A46EF2F2113F115EBCCFFA888FC86056A651D693E4A2ABC69864EE3A8A499D8F8A8260B74FBE7278EBED97D,0.81,3.922,2.3122,5
