IDHASH,MIN_CALIF_CEPRE,MAX_CALIF_CEPRE,PROM_CALIF_CEPRE,CANT_CEPRE
6C0283756EBF3E35EB8FDF7BC083B1A718249C6BDB3153D1E50FAEDF2CF8D452A01675A05CED6BBAC41597D03C99F7D2CCE3B8E6659A517B585BD5D60429917D,14.89,14.89,14.89,1
6C0E3C192173BCB00A256EE64A576EF9A608B61F72F04045CFFF652F21FC7A9B41633919A7ACFDB5A80C8C015D876FA92C37CE612573009E1A749DB61FE72FAE,0.0,0.0,0.0,1
6C109F910004E10B086E60B12BE406A453D4163E25E7D5643EA931D726498EB3364DC36228D0DC857644D74958A87092F62A7BB829AF145513E9738089F064D5,11.308,11.308,11.308,1
6C139D9DDCEEBAB9B160D6070B2082CA87BA408785884B9AA29A32BBB2F33365B790B2D62259B91B6011D4F21B656C954072586FBFE85139726AAE7B9947504C,12.031,12.031,12.031,1
6C15560BE9C505DC14E5AFD2FE614CCCBA54C1F1FAB31C72B0E510C6D7C238872327F3D9AEABDE58EDFDB271CB385F188BFAC5D25F0FF4B89A47CD7B697A62BA,5.433,8.171,6.802,2
6C155FDCB180E23DFA00AD715D5AEEB8E9063A6999C053529377611438DB9AA48E0B2E7C89D532831C27466E0C455A187B4DEE76195304599712E5733E5430D1,0.0,0.0,0.0,1
6C15B85B7E3BA7232F9D91D8FBC60CDA1F1E4FF87A1AD2A431CBF6BDA7B0BB0404C38E72673F6CE83B8A50440446A34983E0158814F336543D2AC715B7ED6987,3.715,5.726,4.729333333333333,3
6C16D0A47490DFB0CCEF87C9990CB7D785279FC01C9813303FF57883215CA500CCF621A2B6930EF85132A5EB063C39FF9DB99E87A8B1619C91C63A78C9DC51B9,6.118,10.919,8.503200000000001,5
6C16F80D65DCAA29601558ED2FB8D436500597E7F0248CA2DA7BCE4AD2521A438E48BD49B01E69BBB64851E65127BCA8C875D5AD514FB70B053088B17DCDC14F,0.0,0.0,0.0,1
6C173EF055C676AC9DF308360F92684EDE712FB4F3D79302E63DD34025F4923E3E3901F5F351CC94D8A67B65715EFEA8E4F62DE572FE22EC540C8D53FE49F7F2,9.601,12.431,11.016,2
6C20FB58DFAD854ABADD5729361EA4FBFDD36C453C3C316008C91001AFEA19B92D7AC2004EF2F874AD279DB9D8A728C6DB2A1E2FA50445AD1FAA80DE27761B5C,14.51,14.593,14.5515,2
6C21D8755816C18AE18D0DC021EBEC3E0878606B634373BD7420B191BC31B77FE309E72E5515F4F4AD9C899A57DA8B60CCF49AF1E4846FF6BC7493FED0290443,10.946,10.946,10.946,1
6C26E40235B0F5B090B61BF53BEB2A34EA7FAF384933A505618B2411153065000C24742DDC3D223A6008BDE70277BF6B8E1C9B8A8C8B19DB5CD82A8171731A36,1.54,1.54,1.54,1
6C27AD5903340EDF953D1F35690BEF0FBD7CC738CE1F236FF7D2B69ABD260101E9CC24B3E51234CA2B3E799793F209DA78E449F62C3D6236E3986E8782672619,3.536,6.702,5.014,3
6C284E9C4F25C4CCAD7FA740CCAC9814E5A35594D4AAE82851B3D17C32CC28F234BF2F8CE60B2182A78A6FB7A9CD08CF3DCAFEAABECC203E620505D42725FB83,18.039,18.039,18.039,1
6C2A6221CB86457B2C60C31FAAFBB13D39D6E356BECBAC81A97EC8550F01131A0B62D786954F7D0AA4B63EFEDA93034E5190087CF1115F9D2EBF44CF3FFD1912,0.0,2.405,1.2025,2
6C2AF18E43348C5E4C781BB3BB35A294BD2F2098D17968BF77167084B9930899E52225079E94D4DFD54A527617E912F5708C89712186D0D6DEA063068109A328,3.042,3.042,3.042,1
6C31777E66685CD01AFF4DE89C6D631B8389A78967CB3086F5DDDAC6B2C794EDD51DD63E0FAA307BD4CEDF4165C536779F046CAE33AFEB345010C00DC50E2F8F,0.554,9.108,5.576,4
6C34F7AE28519A255E3E4B2382F34E6CFAE0E7DEF56EF5FE466B8B47C88D136B66847B199A7C3901CE2287B7E26A1F1845B87AC97EFB37DE2AB8CCC380C37761,11.684,11.684,11.684,1
6C366FB434AB08462E950BA98F62971DAB95D8495F87608AB8D9296D02CD3BD2AC5666261254663F4FC40E48C8DBB5C457361848FBECC22ACF8557FFFCABD61E,0.779,0.779,0.779,1
6C390B0F295AB60677B60CBA1B376FC4B6709FEA2636EA3B19FD21E38D52AB874F65E5516C79381A1AAFC8C09008384CB4C6BDDF18741789A2C5DBFC90552CC8,10.808,11.976,11.392,2
6C3A8D42E478B632FB594DBFD853F28EAAD40AA3BC5A713C9EFD227D81D726E5109EBCA1A89CEED88DF499416AF3AB7A7CCCEBBCC7C647D9C343B6A2F171AFF7,9.757,9.757,9.757,1
6C3AC706BBC5851C61F1CBDE018529ADEA5A8041A433E89E889AB46464A03ADA02B96E76C0981D45F768ECD28E13E9751D46324C0BB5EA18500E9009D9C7DF3A,2.875,4.455,3.665,2
6C466CB92289BD0F21DFFC1B522834DC9EB5A8FBF109042111B922078613160983081BB0A68F5801B6A3B1270375C18AAD032A1AA3AA3B5B18AB59C7BE1EFC1A,0.234,7.119,3.2561999999999998,5
6C4785ACDEB0F2493E068BA1816D22D3A8D448903001411E372A96B5A3048ACA1F4D4A8E0CC9086679805C7BE40CA2E69845B7F0BCA552F52B34F34A999A2D73,8.64,8.64,8.64,1
6C52594D3E7CB38CD70F91ADD2F20A8A280BAA267F3F25BF25CD4C189557BE1B77982CD51E8F2DAA8EF674C06D5B2CE8A1FE06A8F7EDA75A0E14681332623B87,6.702,6.702,6.702,1
6C5AF95DF0728D646133F5709E2E3AB92B4061D3E58A27C7B6905AC883B256D5F5A56EF8948E6D1222D130B72855FD8719E5A57E458BC88AB053A241B5AF4932,3.642,3.642,3.642,1
6C5F19785977FD8BB2793A80049AD436794F99E8320EFBA0E1A265ABEAFD8E01407BD6D5925767C463F17F8D454D738C2C74A33CE568C702B75EB4FFE7BB0B2B,6.826,6.826,6.826,1
6C624A0972A5DBB1BA12F666E8963FF2D9E4AEF9A2579E458AA837EFC674CC4804624D1B8F0D175CF88E8CF765C3CAF6C6D4C8F0AEF12A9585A6F849386A8F36,9.337,9.337,9.337,1
6C69A9334CBAD8D06633248C1E154605795D3AE59B0BD8F07A41DD9E94718971F8DDDF6902D135B5B51951D217D8C99D0D2E1210C86CCDA915509B743816E04D,5.585,5.935,5.76,2
6C6C3CE7BCD582315C2F066277F17F8ED4F6024C74DA44B2282F69A272737284ACB5B557B4CD20303236A322D6F44374FD49CB84536E132A856A012465B11F3C,12.997,12.997,12.997,1
6C6D9CF3BABFA7223EBE9048657437D5B57A9A444F6523F285D890C7AEA142D97E215641F89B1F30F01613D09714EE03463631D24697CBEE6794678CB1FF475E,10.711,10.711,10.711,1
6C7AFD19100023840CD72E536E53A798B690C4AA0311557AF53D5CD9B8B66C6F65390CF2CF2CBF413DF142BA2188D73BA2F1D34C1FFF7A6B6560F64B4A9DF14E,6.201,11.028,8.6145,2
6C7D7E46088943BA0BFE8A63762ED72C72E12D8154F98711232906663BE3BE1C9AE94BD616756A7FDC567F765E75B0729936350B5184B9E200BFC8141F553278,5.929,5.929,5.929,1
6C8259B9C07BF452952B2574536CFEF15EB6E1EDE647FE32986F06B0FF6DD3510CD1B9ADB466B16670DB481D8689AFC4EEC0B5595A89E3F472718647A4364F33,12.193,14.333,13.263,2
6C86050E2ABED20CCDA8689DDF034E231B24A6231BDE25CAC43327CF29010BFDD2595EA6D8111CBBB4D6FA0C3028636787DD17D75B0991B0D574DCEE026D04E3,14.579,14.579,14.579,1
6C8DBC84E672850F175B964FEA5CDA4FDE5E89AA95EEA8E461F79609C8A3B5034EFDB90D9E0136D789F8B5E37396A90C7C5FF5AD768806454826C8C3B2E367D7,3.229,3.819,3.524,2
6C90C31B544CB20AED45082DA466B8DA89F8809F1026C3D604E2DD858841293EC2932CA564BBE714DEC8FC72FD2EE57F72142BB209BC9BCC90BEFDC881B508D7,1.931,1.931,1.931,1
6C9637D1D3E2BA9F772B23EA4818061C80DFBF85309DF3BECBEB53D05DB0AE2F6788AAD77B5234EC66F8A0293F75B6FEB77FF801015347B7B67252CAEE291144,1.934,4.256,2.8095,4
6C966E3C3488646979749515AC6FA7C1ED0374FACC55E926885AEA474B22811BF98D9FB3C4390FD740C5CFAD75E1DEB6909A314C0B7093FD152CB7FC20B86ADB,4.329,4.329,4.329,1
6C98903B3AC1F37B35B54371FF723AD22EAAF508CF23E713EA2038C7D8247E53E49008FF15F51A6758A7392E4C137D7DAB8CAE37FE07D5F46232566AAF20D45D,1.093,11.34,6.2165,2
6CA3E9EA4268CD7A5438847E9CA8545ED3016B6B530F7F5A551129C42D8C53F89B78677AFA6422A8FC6F1C393B341D8E7AFF00CABBD9A661DDCFE70BE30F8C39,5.504,5.504,5.504,1
6CA90F625E774AD2666856EB75C3245EDBA02B6D50C75F1B37430F3A2692ABF7865DD3C13A5A1F9EB9C80E59250A5D8C7D0864E0F8B716FAC00C8D06326279A0,0.504,0.504,0.504,1
6CA98D850B7D50C0237797E8471AFC8F13B7A618931A2B7A99D018D0B2A8DA059016B5684A8B1D98563B27FF813A2F1315F5F3C45313E835C278E1A1C519F5F4,15.272,15.272,15.272,1
6CB488A80A4B97BA1B0385B184CB555FE48A1ECB9E5B2935A836A972467CC0F7A942C265F32B86D998C2669046CC38029ECC124C9686D5BF87E68672AAAD276A,6.005,6.005,6.005,1
6CB582CEDCA3F7E14240B35CC10956B986CB1B20E5A1F72AA67BA32EA4CBF08EAC447CF09094D4DFC197CD9CD29DC14F2497FFF3ED457FD2F63DA8EA1F611BB1,4.832,12.661,9.67775,4
6CBBB7387E62128D333F23B9603D0984FBCF283233B73C0486AEC0EE00CAE281F6AEA9FDAE887B3EF8974679CA376F5D1C3F053D6F23A7916A6D2A2802F2BA82,0.825,14.096,7.4605,2
6CC0DB860DC2238831A65F0E0BD03FA9D92477FAE2626634267EB08CCDDC6BE89BE5F3EFEE221048A64C8D6026CF859D8057485D9150AC16B3ABCEA1188E4444,4.228,7.387,5.645333333333333,3
6CC1C076249BA40C7F99BB7F8585A36F47488B8C62E8C31584D1A4E2DF0B5DB0C2B9A46266A4D1515026922D443F0D55A9E3A0F087D825C866C1A1FA14FCFE39,11.916,11.916,11.916,1
6CC25E436A671207270B693499F191EF122E5A4F440DC84386DEC3CAC22925326D075DF06942E677F3BB1BE6A5B6F3C78938EDE3C212A84EFE576E7160EC4008,13.061,14.597,13.829,2
6CC51743DD339177EF5B91457D733700FC958175A25D03ADF75C2FC349D402DFCC50941E1D2842EF71354F840E9CA066AAD3B8C1D995B3832C865AFE427836E2,4.511,4.511,4.511,1
6CC631BA2AB1B30B95660A9A560916478EED73038ADAFEC4D9D6EC62C2B42C44D915DE47580CEBD6E84455F354D3C1287F3F21557056ADB56CF8020A7CA77288,0.336,0.336,0.336,1
6CC72363B31567A3DDABF19DDA90DEBFEDC443797D7B397FD671675BB4AE34F15FCA22C407891FB4264BD44A86293FB042235F1422975CC6504B5B7243A1A169,10.385,10.385,10.385,1
6CC7C97228BFCA5F276042AD84B50564937C1672AA53F66B13ECC0DEA512B1775382BFBD1E687A58DBEA8D4BA266181F0A9093134E0C6077B28A0DD52563C8BE,8.615,9.962,9.199,3
6CC8094EBDAF770788FF897D6E4F61586CAB084625830D1FA52B0216135B8F1266FF13AE4844B1EC0C5C297D2EE84E31E032A607D885B7FCDAB30024FF69050E,13.606,13.606,13.606,1
6CC9A1166168C8B4706545D4037E4D0F8EDCEAE175DD2E37CD9D92787B839EEDEE1CADAF7A292BEBC9C3D64ADB615ABC49A70F31387D67B48F25E8FF0ABB229C,6.832,9.076,7.6386666666666665,3
6CCE264941D0D181D7CE0201A16412AF02F9AED08635F3AE300F2B0FDD230518132951B430EEE22E314FFD74B9C18EB26DA12EC67B58C34C581F715ABBF6FA80,10.998,14.638,12.818,2
6CD0C8E4BA693E83B3E07DBFEC9C26A62B087AEAB503AB9C692B5F4ECD8D823592AF256754398E6BFA09B6C8CFCBB4D744440CDC0A2AFE32C3069D1FBDD7B631,0.723,0.723,0.723,1
6CD4EF0C984ED0702AB61DE1BF13EEB7EDCFF2BD48C76260357E8C6D0FDD9448738B3D0C7AACECA251C5059495F1577F061B0EBDD1D9B606491395F4CEEB2685,0.744,0.744,0.744,1
6CD65B73FC3F6373CC76D69B1EF1087FD9716BE26EF89E06695C59AD5B3BAD44846B1C8F23301AC4AD509D8508629E7FD6AD41534ADDAADEE2AA7E9174B90365,7.193,11.978,9.858666666666666,3
6CD79D84E732D3E1A02149758E071D80CB8200198A970B30C750FD9FE718B709BC49CE927330C550AAE2182EE9AE47754345EEF238C2A23EA9248C7F199FEBCD,0.789,9.722,5.401714285714285,7
6CE1375EAC40B82F59973E1F4C36CA0193D74DE4F38F6DDE95F3342BF333282AEB32E8EF9203D5AE196CBAD23F9C24D702C94808050DACE50D08D7D4FAE6A36D,9.659,15.591,12.45475,4
6CE7DFFE4AD0E024783A846E38C0D7BD1CD785CC0253F20A59E90E0CB3B60051C159FD0A92B89B1DCB529F5616204ACB1CC4C10F9419619D8A7003006EC37F51,9.464,12.682,11.073,2
6CECC3A732967DFF65C12AB3E6195FC6BAF040E2D4EE4EE9E3B79855C11B05FA864E31668D0FE90481C053B42073C71D74A735A6A3F44F07CFB42C511A7B8D99,2.568,2.994,2.781,2
6CF0E728AAF9B2B86B5DB04F851476D49AB66825A216D5F140F5D001605A89C677DF17A649BD77B84202984334D88266617B776EBA8B6ACB9CA6E04ACCF5419C,7.491,9.286,8.3885,2
6CF3079C8B5C2D8C903835033F292D30BB55235FF17B31D72A7D0671C9F5EE84B584725EA38C8C5AABEAF2F9AAB37362FE2298BC42EEE0621E04E93808F26DE6,4.671,4.671,4.671,1
6CF7DD593D0DFB7482E21DEB369749CBACCD0F1C8E1D49F43CB8A673573FC0804E44B3C26B591FAF4E09A8ABEE191DE137B1120264151056CD09ADCCDD953998,0.0,4.421,1.55175,4
6CFBC46D38E142E563DD00C4BD855997729F373627D054BC1995D97FD80AD26BA7920A173C611383627C9D58DAC851CF57CB65DEFCBAEF3D949BDC6FF7C21BCF,3.566,8.477,6.57175,4
6CFEA12F84DBAC42E3882F2002FDCD49FE69A6D410E7CBB97F108F402BA5BB42FD136FD5EAD95166D794762D4F010167A918B3D2253525E6C3455E068184F91F,4.308,4.308,4.308,1
6D003AE7B2DE6A9806C76148D3A039A4C2E647F5D791CBB08F58398D5987B2A479CB82995966D537657CF90196ADC5CA42BB855B45A854D900E8DD33D15391B5,5.213,5.312,5.2625,2
6D0204FD103EFBA5A92228E0C27DEDD838FC7551CB118C8147C2EF829CA876BB0CF73CE5D87055A8733203CC98C5F3741C813C547DB1E0CE365CBEF3C79A5AB5,0.0,0.0,0.0,1
6D051161E2537A005A601B524B10383E7394008738A3F70547EF8B489AE41E21910998F2A21D5D8BB17F429CE95D634919803026AC7B82EBB4B454D5E4A509F2,3.162,3.162,3.162,1
6D0782F5342A4843FBE41B2995D754EDB61EA14202D0EA51CF575E41F1D71D8370AF96CD155733E7A05B9B15B38F61C33B8F815E749AB2CE49972E98392EE0F9,9.579,15.625,13.011000000000001,3
6D0799EB31C92C15B56DF5A4A11546FE1D2B34DF0006EEAB234676CF6F6528A749EBB186EF0AA5F7CFBD12A12267CDC887B518135064CE67EB25040F498BBE7B,13.88,13.88,13.88,1
6D0C37BB55F8650055D4A3D8A1F6289409F77380CF87FDEB385C2D1977B3A57912AE737BAB116F03CAE2F5468EF9D292EB8EAB9292589EE0ADB8050712A88F83,7.492,7.492,7.492,1
6D0ED95EF5B52D719CF48CFBDF464FFCBA4C9BEDD015AEFD807C2C87A8880FD0B32B5ABEB88CED6019C77869360490487D77EEFF9BDAD7C76A6A5AE7E76A6A6A,14.202,14.202,14.202,1
6D0F2EF14A9C5F6BD75CD2F31ADD889A90A46E67D7710E6997690CBCCB6BE0517058616BCE1DB8BAA936A7A49BEB40C32E55B392673CDED6BCBB57343E7FE7EC,4.618,8.682,6.509666666666667,3
6D14A08E50EFEC39C21DFA87DB47DCEDD1C524120B117554FB8DAF92D05BFBA6A7C3607F67C36F2A42957AB3DB5F03FDF885B242DF684B5FAC09DA24A1AEF75A,2.444,2.444,2.444,1
6D1B22DBD273F3B2CB123B99DF51B06345AD30E7305F230D7136A8787A5401AA566165E8FAACB0F95EEEB9F8C925D548743E385BD4779330BAF935B3EF5DA867,3.182,3.182,3.182,1
6D1ECB340FC647D80919971960BCD8DE1035514256E9FFA9A8C0269453EEBC93107D1059B9692F519E6F8A02EB1BE1CF5F08C6D10DD2C68F80ED81924AEB267D,12.045,12.359,12.202,2
6D20C2F0A6CC5148BDAE657F770601A659E89BE1A1D50B7A99B44616F4F0A8F19298C7B9CB85A5C43AB679738E57F82090D92C8C08FF22C454FA302E91B18569,8.69,13.94,11.0,3
6D2AF7467D9F4F9D8025BFFF06F35D91A4421D02B062EA9CFA8A55B6A0A15D057AD460FED792FAD711B9B20CD668679F425470ECD3B3B2529B3292C40D8286D6,7.873,7.873,7.873,1
6D2B905059FDC119BE09512F89C596E3701D61E30D66EF37B8B8A4668C7A04A1066866888D6F2D99EC8F16D011A4F9E3EF9230813D605F9BF5F4977B61875A51,12.442,12.442,12.442,1
6D307D9A6CCFB6448E3B75E9D65D19470FB5D34999F9B325C18CBD86D2BC8707B2A6C9A4C066549D9D322C3113FFE1B26C197B3DA0024EA1E2F7106779D11460,4.643,5.594,5.1185,2
6D38431CC0432DE4F478A587E7DA9B95855E611A7230580E6E5F890AFB7AB8E1B808B37C3E0500A30166EAF12188773BB320444F317B3F409862A2BF8A22F1D1,2.113,2.113,2.113,1
6D3FA946A4F2FE549B0D6E0E38C4901809F3D5925D53419FD60D81BC342958DA95D8B09EA1CC5BDE8298C787C9DC3C8157A72AA6C7D35376604BA55358F96EC3,1.073,1.073,1.073,1
6D430A7CFB6E785E0462C03F537FDAEEE4E587F3585225E154ECE02926962E99C00A16AFA9FC73C2C86FCC1154BC043BB1CFA9B83C30211954AF10B46ECB85AF,6.842,6.842,6.842,1
6D440682084376F2BB2D44303BB097F3E5FCAAC74A5DDAC2DA5542B778699703AF8B04AA755329973F56AA993590A149909995B31607F387B181F734B3EF563A,17.597,17.597,17.597,1
6D450CF2B1D1646FE609C7AC817DAB48C418B8031D6CF4AC81A14118832DB414B2FD97FCF80B969CB952062007615C380050F4F296B27C834A5E96DEF2C1A1A4,11.697,11.697,11.697,1
6D4517BCA882DEF1EE02BF8B6F434CA5728982AAA47515ACB5CE5AA02DF7C859FCD60FD12E3CC99AF9F9C090C035B5EB2898F9AE6F51A5AF7C0BC50492A6B2E0,7.381,7.381,7.381,1
6D481E5D2BDE541FD76DE0AB5A98947377475A8309FCC7F6781003E35D7D6D99297F1CC3FE839A6F7CCFC9EB8DE6D69443EA7F2078FDF1486401227361B406C4,11.819,11.819,11.819,1
6D4BCDDFA3D50A493F728767723C7EDD84DE13F5968D87895D42D7EAB2102100F3B3D16F7173BF5213157BE3556858227EC8A0BD37C04C34944DF7696CC0D563,4.602,4.715,4.6585,2
6D4D75A8F884B3A1A30D02946D0AC72837A97CDC97A2C93B7D391BEB45CCA08A2B27ADBFBF0F86059880DFE88B44092E487C5C795969039BA51B928F1B39EDE6,7.87,8.821,8.3455,2
6D5248BD86872D408DE972D8BF4CFE1BDB3707B4A383FCF1AAB077E2181ECD71F2840F02711E5A0791DD1B1FFC47BFCB4BD0CE80ECAEB0CBCFEA05E07840E051,5.814,5.814,5.814,1
6D559700A275DFE3DA6DEA28633FF023A0F1E20FC8ADCBAB8CBB4D12867A29B59C3519B28FA393D4EBEF414B9C6B69FF0D2A44ABAE768C5A20131BED8BF36374,11.774,11.774,11.774,1
6D5E11FAC7CB56A2B2B4FB6943C73A26F6FC44D9E496C5DDE647C8770418FEFA176181590992B6811A7B6413231624F5FDE0CF590750F02D47006F06B631D92B,7.459,7.459,7.459,1
6D65DE8B098EE1133FEAB593B62E6D0A3CAA492354CDE8490E139B2D5FBC4C97F323D9FA92CBFEDC0CB783C05E0DE1F9392D08B522E1DB614A32237A5C6B490D,9.706,9.706,9.706,1
6D67A05B733E9DF8463145E2B1DF253FDDAD41A93AF16EA74AD226C9CDAB80F1C621F570150548A6C7F3B99FBF0757859CEA9A473A7104D8AFCC5A6F171ADDF1,3.677,10.934,7.305499999999999,2
6D67FC5B6B52D9184604B073881B5BFDEB611046E67E9E4A700636999D586C79123435F1B56DBB47D72D5A5EB3673C24A4F9A03756F597B4FC414B5F6019C55D,2.584,2.584,2.584,1
6D6AC61FD66C6CCB7B8C8768C574CCF6D6470F67D6FF1ED0499D3F1EF614B17ACE9336C3E1A00CDF8CDD3B8A79A8FFC09B41215D8601BA9563D4173973E7B14D,11.581,11.581,11.581,1
6D6E4C8F6E8B6B5072D9F837132AEB8D6DC0C9EBFAA6BC15C1E850717D1CE92361463115C92F67C5D9C409E1DE6EAB11A2A8FF101CDEBFCB44042B98E5BABB01,0.327,0.327,0.327,1
6D6EA6E785F4C95AF723FE525F9E64F55630EEC9BAE4CEC702FCA2A7BBA22CBF3866C73DBEF800BEFEAFAA826E659848201E091BF2F8EDD0BEF0B0898D5B4A32,10.627,11.478,11.0525,2
6D6EB6BF86069025677845F6B1F96874B80631868AB01ABF338AA15DD2399F0217F2717976DCB8546E454E6FE63D8F0E3B38D8DE9E288EF6B5CB0F32205C4729,14.531,14.531,14.531,1
6D6ED478F00A4651F307928EA5A19A67E424A79AB2FF790CAA8E6B19A7EF25FA873B87AAE5BCC859FD62C49C8EF6E63B5523CDC1E7530EBB5BB46E0EE9D41B79,2.255,12.976,9.386000000000001,3
6D6FAF8773045FC13BB1B6CCDE5A46FD54AAAB60A136CE2A705AB93A74196AAE2F535DA2D98E61D26811B524ADFC4C4F0B3B6FA50CD7FB101A10E22E67092762,6.299,13.694,9.962142857142856,7
6D73343B201519A3A2B69024972DCC8E212CA28DF2EC8251FE1019E68667EE45E11DEE38B48D3145F3CA82AE25F1AF05E9E160129322CF93A51652980F3A3853,1.894,1.894,1.894,1
6D741E3BA091529E682012CBCAE7F9A8C355064C94186728CF42924A7C595B29A62CC9C472167410397C34570A950761C4970783151B765D76819E5FA17C2CAD,2.58,2.58,2.58,1
6D75E929E056BD36BAFD158DEBA9910E374BC988A8C107D1D546FCD66A3ADF4BDE8E72F4F79E6894B4EF423CE93EE502B923F8FC3E2349971BD4C3D8D8559F8F,0.27,0.27,0.27,1
6D78F3FCAB05C323BB920A6B75EE38564508A8072B5CBF13F4BC43159B569B6FB57D4AFD87735C2EFFA16AC41A08DCEE4773AE50FA69A183F7E89BEC5EB38429,0.499,0.499,0.499,1
6D7FA5624C542FFFA1AA653197340E348B6451DBE31EAFFB3FD92565CB00BA1944B30B0A0FE56B4031D32E65E5C89A09189FF2E3297EDA0AFBCC0A88C7BB121A,1.59,1.59,1.59,1
6D806DFD6153351089A4124760CF5D1480B75BA6D5122AAD45079ED4B4651FC86303AC8D89AF50C5FED12E2C28354B566ECCFDACC16AC386F5DE0E80D99FD46F,0.772,2.622,1.697,2
6D85E9EB8CDF2EC99333AE1F32165641581E10D27B1ABC0C09E8319C49C0C605B026377B5C1A05AC8A1D6E7555FB8725BF79B3743950336B48FE27D57DC5693E,5.673,5.673,5.673,1
6D86C0C18E95D0EE0412ED1118F97DD25A49EEC2CA4D3D1C10CE162DAE6E8414550C722E4BE81A7C38F5A9CB6F37E8A0260ED43D6571E88DE1355B5C75497657,0.601,0.601,0.601,1
6D87F604019398C8B8EF46D777259E15B8D1C3E53E1070B5B682DD318B36466DED8D8131C902001C957C2D391A0A83D80324C146C19BE2CB0687D435CFEC8573,14.89,14.89,14.89,1
6D88B73EDBA0651B9FF13ADE5CAB82B0F3C62543F1221F547F75266DC58AC5A73DD60FAFB0E96CD0DE7E4E850D07254D8F35D61BB86976524ABE9B671CE988AA,6.417,12.123,9.389333333333333,3
6D9E3F0A024A263D9C7E7F1CE75EE9190DF9F997AA08AE78D8FFC545027A23DB4D6CE4D9207B77A81BCB0B95A853D3FA7E4470E2E8A84743F08953213A60F595,13.973,13.973,13.973,1
6DA2B6FB8597CD590D62CAB35AE8553BD50A8487030DC0DB61853E826AF4C3226F80E3B6CFCC8FF0DA965DBD2778CDA24ED2BB83D9C691CB45EE39C49E4CB9A3,6.183,14.711,11.2994,5
6DA8037F1945447B0E702255598B1FAB7BA75079F40A5175CD30949E92F111337D6A775EE3F8137872150BCB49E0192130CA951EEAE104D4C30A00CE867F544C,5.93,16.968,12.414666666666667,3
6DAAF0CACFF1D3B5E29B05613F93E4E908C2CFC56AEBF98EFC830CD215694D65082F58D9577A3D43DFABDD003845660F24311EB165798979B13870FD3D769CD8,4.077,4.077,4.077,1
6DACC5538925CC58DF87B2DEDEE0E9841FD6D22FC5CBBD7E06B77EC2DD7EF763980A0DF9B2CC150A65B61AF2CABCC9778F778ACC776E7E48B332BA33199A9411,13.334,13.334,13.334,1
6DB59F73F1DEBC4304D10C5F526F39C5472CAF8508960ADBF41057EBEA10143569BEB089D80AA92D823FA99C65DD9709370834A58A22D5B87C027F7B7CBC6768,8.096,13.053,10.604833333333334,6
6DBDF0A280668BBC1799A778AAFFCAE21280D001B04C5B643CDF07F2860C28A4753E75BF52C45BD8A53F2582740F850F18B59DBF4D682BE938997C2B1A8782EA,6.756,6.756,6.756,1
6DBE7B5FCC1DCC075D82E3101D6391FA793820E601688FC81A984E8014E7925CB889C5B6E504A3840F0EE1AF1802B404A1DFD1D0F5CE4B5CA605CAC168BF44D0,9.746,9.746,9.746,1
6DBF33809027907836A55571023F6E6E53461AE5B0678D08DA1B021E95D9F89A7F105EA5D243FC9F8AAA90AAF0936A790069A44A6B982599B02B6B0A26234E13,1.121,1.121,1.121,1
6DC247E1EF8F9D87D77E6D9D9DD5AE97BA9A427F4AFBE237BDDAD525CC529154BBACC3E273CB382BA2F49230D61AE65D60FFB30167FC97FC2F50F2CC054EA58E,5.976,5.976,5.976,1
6DC2C4A67AD027E84058762B7FBEFF3144510F764059A282222D19E8D0898061DE66C0A28B9ACC7DE585C4976BD5D42A5E05669B82AF345F2E2512F3B84DAAE9,12.35,12.35,12.35,1
6DC567DC9794748880C582211BF353C3D46492FC8FE35F5C190AFBA99D28D4B69BE132A57952407B55938049F96AA288B5949F3145E3CB426757DAA850285203,1.488,2.692,2.2066666666666666,3
6DC63E1549374DDD76E33AD4FE41A2A92E35B54BF40BFDA1CBA41CBF367483468A2B2C889329F82B613BE293D63E6BF3F23032D956EAA5C1AE3278C95050C155,5.354,5.354,5.354,1
6DC688F2A3685BD08367DF5960FF2600D279E670BF1412524B9214773DB067B7EE14C41F95171EA78C7E4F6EC23A797021D7E9FE4D1AE1744FA41ACD08AFA4DE,0.878,0.878,0.878,1
6DC829D7E4E9240E584895EADCD52A92D1B5B06658805FB89B8EAAADB8591C57C7DC8CD8F901A668A8FE1FDE1075D4AEAF894ED2B61E3B35464136E219474AAB,13.31,13.31,13.31,1
6DC94B321D26C13BEB6E31585009D5414C2D9D4EFA12055E4FD1FBD8F58E087269F9A6564925B2F0E9B42D156A3E83B3184EE0E49C0B2D8BAD8992E1E374CAE4,5.464,14.303,11.9422,5
6DCEDBB645B02A318E8C37C19AAFE16C1BB8267AF2FA8C62EF9C620365E5EF79986EC1418196190642C95E75E82F969885D7A98163556E44C443C431C7DEC531,0.28,0.28,0.28,1
6DD1638D3F2956DC21F5F18122C4D16275AFE76705E836C023DB4D22262798639D814029D720EA273386D6BD2DDF908235C8DFC1F7DB6E33C0B9D465C4728B92,10.247,10.247,10.247,1
6DDA753B46DFF7E5FE5BCE7B9469DFCD1A27BECEC8EFFC122566AD7176B27BA293D1C31E20E31C89C4EE006679C35714E2048CE6E825EFD4716F34BAFFD85E95,0.281,0.281,0.281,1
